rep_id,territory_id,territory_name,state,district,tehsil_list
REP_0089,TER_0089,indore_west_089,Madhya Pradesh,Indore,"[""Indore_T020"", ""Indore_T021"", ""Indore_T022"", ""Indore_T023"", ""Indore_T024"", ""Indore_T025"", ""Indore_T026"", ""Indore_T027"", ""Indore_T028"", ""Indore_T029""]"
REP_0090,TER_0090,rajkot_central_090,Gujarat,Rajkot,"[""Rajkot_T015"", ""Rajkot_T016"", ""Rajkot_T017"", ""Rajkot_T018"", ""Rajkot_T019"", ""Rajkot_T020"", ""Rajkot_T021"", ""Rajkot_T022"", ""Rajkot_T023"", ""Rajkot_T024"", ""Rajkot_T025"", ""Rajkot_T026"", ""Rajkot_T027"", ""Rajkot_T028""]"
REP_0091,TER_0091,patiala_north_091,Punjab,Patiala,"[""Patiala_T016"", ""Patiala_T017"", ""Patiala_T018"", ""Patiala_T019"", ""Patiala_T020"", ""Patiala_T021""]"
REP_0092,TER_0092,nadia_south_092,West Bengal,Nadia,"[""Nadia_T021"", ""Nadia_T022"", ""Nadia_T023"", ""Nadia_T024"", ""Nadia_T025"", ""Nadia_T026"", ""Nadia_T027""]"
REP_0093,TER_0093,karnal_east_093,Haryana,Karnal,"[""Karnal_T020"", ""Karnal_T021"", ""Karnal_T022"", ""Karnal_T023"", ""Karnal_T024"", ""Karnal_T025"", ""Karnal_T026"", ""Karnal_T027"", ""Karnal_T028"", ""Karnal_T029"", ""Karnal_T030"", ""Karnal_T031"", ""Karnal_T032"", ""Karnal_T033""]"
REP_0094,TER_0094,muzaffarpur_west_094,Bihar,Muzaffarpur,"[""Muzaffarpur_T021"", ""Muzaffarpur_T022"", ""Muzaffarpur_T023"", ""Muzaffarpur_T024"", ""Muzaffarpur_T025"", ""Muzaffarpur_T026"", ""Muzaffarpur_T027"", ""Muzaffarpur_T028"", ""Muzaffarpur_T029"", ""Muzaffarpur_T030""]"
REP_0095,TER_0095,vijayapura_central_095,Karnataka,Vijayapura,"[""Vijayapura_T022"", ""Vijayapura_T023"", ""Vijayapura_T024"", ""Vijayapura_T025"", ""Vijayapura_T026"", ""Vijayapura_T027"", ""Vijayapura_T028"", ""Vijayapura_T029"", ""Vijayapura_T030"", ""Vijayapura_T031"", ""Vijayapura_T032""]"
REP_0096,TER_0096,meerut_north_096,Uttar Pradesh,Meerut,"[""Meerut_T021"", ""Meerut_T022"", ""Meerut_T023"", ""Meerut_T024"", ""Meerut_T025"", ""Meerut_T026"", ""Meerut_T027""]"
REP_0097,TER_0097,mehsana_south_097,Gujarat,Mehsana,"[""Mehsana_T021"", ""Mehsana_T022"", ""Mehsana_T023"", ""Mehsana_T024"", ""Mehsana_T025"", ""Mehsana_T026"", ""Mehsana_T027"", ""Mehsana_T028"", ""Mehsana_T029"", ""Mehsana_T030""]"
REP_0098,TER_0098,amritsar_east_098,Punjab,Amritsar,"[""Amritsar_T021"", ""Amritsar_T022"", ""Amritsar_T023"", ""Amritsar_T024"", ""Amritsar_T025"", ""Amritsar_T026"", ""Amritsar_T027"", ""Amritsar_T028"", ""Amritsar_T029"", ""Amritsar_T030"", ""Amritsar_T031"", ""Amritsar_T032""]"
REP_0099,TER_0099,rohtak_west_099,Haryana,Rohtak,"[""Rohtak_T022"", ""Rohtak_T023"", ""Rohtak_T024"", ""Rohtak_T025"", ""Rohtak_T026"", ""Rohtak_T027"", ""Rohtak_T028"", ""Rohtak_T029""]"
REP_0100,TER_0100,patna_central_100,Bihar,Patna,"[""Patna_T033"", ""Patna_T034"", ""Patna_T035"", ""Patna_T036"", ""Patna_T037"", ""Patna_T038"", ""Patna_T039"", ""Patna_T040"", ""Patna_T041"", ""Patna_T042"", ""Patna_T043"", ""Patna_T044"", ""Patna_T045""]"
REP_0101,TER_0101,hisar_north_101,Haryana,Hisar,"[""Hisar_T034"", ""Hisar_T035"", ""Hisar_T036"", ""Hisar_T037"", ""Hisar_T038"", ""Hisar_T039""]"
REP_0102,TER_0102,varanasi_south_102,Uttar Pradesh,Varanasi,"[""Varanasi_T036"", ""Varanasi_T037"", ""Varanasi_T038"", ""Varanasi_T039"", ""Varanasi_T040"", ""Varanasi_T041"", ""Varanasi_T042"", ""Varanasi_T043"", ""Varanasi_T044"", ""Varanasi_T045""]"
REP_0103,TER_0103,bharatpur_east_103,Rajasthan,Bharatpur,"[""Bharatpur_T030"", ""Bharatpur_T031"", ""Bharatpur_T032"", ""Bharatpur_T033"", ""Bharatpur_T034"", ""Bharatpur_T035"", ""Bharatpur_T036"", ""Bharatpur_T037"", ""Bharatpur_T038"", ""Bharatpur_T039"", ""Bharatpur_T040"", ""Bharatpur_T041"", ""Bharatpur_T042"", ""Bharatpur_T043""]"
REP_0104,TER_0104,jalgaon_west_104,Maharashtra,Jalgaon,"[""Jalgaon_T031"", ""Jalgaon_T032"", ""Jalgaon_T033"", ""Jalgaon_T034"", ""Jalgaon_T035"", ""Jalgaon_T036"", ""Jalgaon_T037"", ""Jalgaon_T038""]"
REP_0105,TER_0105,lucknow_central_105,Uttar Pradesh,Lucknow,"[""Lucknow_T034"", ""Lucknow_T035"", ""Lucknow_T036"", ""Lucknow_T037"", ""Lucknow_T038"", ""Lucknow_T039"", ""Lucknow_T040"", ""Lucknow_T041"", ""Lucknow_T042"", ""Lucknow_T043"", ""Lucknow_T044"", ""Lucknow_T045"", ""Lucknow_T046"", ""Lucknow_T047""]"
REP_0106,TER_0106,ratlam_north_106,Madhya Pradesh,Ratlam,"[""Ratlam_T026"", ""Ratlam_T027"", ""Ratlam_T028"", ""Ratlam_T029"", ""Ratlam_T030"", ""Ratlam_T031"", ""Ratlam_T032""]"
REP_0107,TER_0107,bikaner_south_107,Rajasthan,Bikaner,"[""Bikaner_T025"", ""Bikaner_T026"", ""Bikaner_T027"", ""Bikaner_T028"", ""Bikaner_T029"", ""Bikaner_T030"", ""Bikaner_T031"", ""Bikaner_T032"", ""Bikaner_T033"", ""Bikaner_T034""]"
REP_0108,TER_0108,kanpur_nagar_east_108,Uttar Pradesh,Kanpur Nagar,"[""Kanpur_Nagar_T035"", ""Kanpur_Nagar_T036"", ""Kanpur_Nagar_T037"", ""Kanpur_Nagar_T038"", ""Kanpur_Nagar_T039"", ""Kanpur_Nagar_T040"", ""Kanpur_Nagar_T041"", ""Kanpur_Nagar_T042"", ""Kanpur_Nagar_T043"", ""Kanpur_Nagar_T044"", ""Kanpur_Nagar_T045"", ""Kanpur_Nagar_T046"", ""Kanpur_Nagar_T047"", ""Kanpur_Nagar_T048""]"
REP_0109,TER_0109,sikar_west_109,Rajasthan,Sikar,"[""Sikar_T031"", ""Sikar_T032"", ""Sikar_T033"", ""Sikar_T034"", ""Sikar_T035"", ""Sikar_T036"", ""Sikar_T037"", ""Sikar_T038"", ""Sikar_T039""]"
REP_0110,TER_0110,sehore_central_110,Madhya Pradesh,Sehore,"[""Sehore_T033"", ""Sehore_T034"", ""Sehore_T035"", ""Sehore_T036"", ""Sehore_T037"", ""Sehore_T038"", ""Sehore_T039"", ""Sehore_T040""]"
REP_0111,TER_0111,ahmedabad_north_111,Gujarat,Ahmedabad,"[""Ahmedabad_T032"", ""Ahmedabad_T033"", ""Ahmedabad_T034"", ""Ahmedabad_T035"", ""Ahmedabad_T036"", ""Ahmedabad_T037"", ""Ahmedabad_T038"", ""Ahmedabad_T039"", ""Ahmedabad_T040"", ""Ahmedabad_T041"", ""Ahmedabad_T042""]"
REP_0112,TER_0112,agra_south_112,Uttar Pradesh,Agra,"[""Agra_T029"", ""Agra_T030"", ""Agra_T031"", ""Agra_T032"", ""Agra_T033"", ""Agra_T034"", ""Agra_T035"", ""Agra_T036""]"
REP_0113,TER_0113,bardhaman_east_113,West Bengal,Bardhaman,"[""Bardhaman_T024"", ""Bardhaman_T025"", ""Bardhaman_T026"", ""Bardhaman_T027"", ""Bardhaman_T028"", ""Bardhaman_T029"", ""Bardhaman_T030"", ""Bardhaman_T031"", ""Bardhaman_T032"", ""Bardhaman_T033"", ""Bardhaman_T034"", ""Bardhaman_T035"", ""Bardhaman_T036"", ""Bardhaman_T037""]"
REP_0114,TER_0114,akola_west_114,Maharashtra,Akola,"[""Akola_T036"", ""Akola_T037"", ""Akola_T038"", ""Akola_T039"", ""Akola_T040"", ""Akola_T041"", ""Akola_T042"", ""Akola_T043"", ""Akola_T044"", ""Akola_T045"", ""Akola_T046"", ""Akola_T047"", ""Akola_T048"", ""Akola_T049""]"
REP_0115,TER_0115,sirsa_central_115,Haryana,Sirsa,"[""Sirsa_T032"", ""Sirsa_T033"", ""Sirsa_T034"", ""Sirsa_T035"", ""Sirsa_T036"", ""Sirsa_T037""]"
REP_0116,TER_0116,amravati_north_116,Maharashtra,Amravati,"[""Amravati_T031"", ""Amravati_T032"", ""Amravati_T033"", ""Amravati_T034"", ""Amravati_T035"", ""Amravati_T036"", ""Amravati_T037"", ""Amravati_T038"", ""Amravati_T039"", ""Amravati_T040"", ""Amravati_T041""]"
REP_0117,TER_0117,ludhiana_south_117,Punjab,Ludhiana,"[""Ludhiana_T026"", ""Ludhiana_T027"", ""Ludhiana_T028"", ""Ludhiana_T029"", ""Ludhiana_T030"", ""Ludhiana_T031"", ""Ludhiana_T032"", ""Ludhiana_T033"", ""Ludhiana_T034"", ""Ludhiana_T035"", ""Ludhiana_T036"", ""Ludhiana_T037"", ""Ludhiana_T038""]"
REP_0118,TER_0118,kalaburagi_east_118,Karnataka,Kalaburagi,"[""Kalaburagi_T029"", ""Kalaburagi_T030"", ""Kalaburagi_T031"", ""Kalaburagi_T032"", ""Kalaburagi_T033"", ""Kalaburagi_T034""]"
REP_0119,TER_0119,jaipur_west_119,Rajasthan,Jaipur,"[""Jaipur_T033"", ""Jaipur_T034"", ""Jaipur_T035"", ""Jaipur_T036"", ""Jaipur_T037"", ""Jaipur_T038"", ""Jaipur_T039""]"
REP_0120,TER_0120,ujjain_central_120,Madhya Pradesh,Ujjain,"[""Ujjain_T035"", ""Ujjain_T036"", ""Ujjain_T037"", ""Ujjain_T038"", ""Ujjain_T039"", ""Ujjain_T040"", ""Ujjain_T041"", ""Ujjain_T042"", ""Ujjain_T043"", ""Ujjain_T044"", ""Ujjain_T045""]"
REP_0121,TER_0121,bathinda_north_121,Punjab,Bathinda,"[""Bathinda_T038"", ""Bathinda_T039"", ""Bathinda_T040"", ""Bathinda_T041"", ""Bathinda_T042"", ""Bathinda_T043"", ""Bathinda_T044"", ""Bathinda_T045"", ""Bathinda_T046"", ""Bathinda_T047""]"
REP_0122,TER_0122,indore_south_122,Madhya Pradesh,Indore,"[""Indore_T030"", ""Indore_T031"", ""Indore_T032"", ""Indore_T033"", ""Indore_T034"", ""Indore_T035"", ""Indore_T036"", ""Indore_T037"", ""Indore_T038""]"
REP_0123,TER_0123,rajkot_east_123,Gujarat,Rajkot,"[""Rajkot_T029"", ""Rajkot_T030"", ""Rajkot_T031"", ""Rajkot_T032"", ""Rajkot_T033"", ""Rajkot_T034""]"
REP_0124,TER_0124,patiala_west_124,Punjab,Patiala,"[""Patiala_T022"", ""Patiala_T023"", ""Patiala_T024"", ""Patiala_T025"", ""Patiala_T026"", ""Patiala_T027"", ""Patiala_T028"", ""Patiala_T029"", ""Patiala_T030""]"
REP_0125,TER_0125,nadia_central_125,West Bengal,Nadia,"[""Nadia_T028"", ""Nadia_T029"", ""Nadia_T030"", ""Nadia_T031"", ""Nadia_T032"", ""Nadia_T033"", ""Nadia_T034""]"
REP_0126,TER_0126,karnal_north_126,Haryana,Karnal,"[""Karnal_T034"", ""Karnal_T035"", ""Karnal_T036"", ""Karnal_T037"", ""Karnal_T038"", ""Karnal_T039"", ""Karnal_T040""]"
REP_0127,TER_0127,muzaffarpur_south_127,Bihar,Muzaffarpur,"[""Muzaffarpur_T031"", ""Muzaffarpur_T032"", ""Muzaffarpur_T033"", ""Muzaffarpur_T034"", ""Muzaffarpur_T035"", ""Muzaffarpur_T036"", ""Muzaffarpur_T037"", ""Muzaffarpur_T038"", ""Muzaffarpur_T039"", ""Muzaffarpur_T040"", ""Muzaffarpur_T041"", ""Muzaffarpur_T042"", ""Muzaffarpur_T043""]"
REP_0128,TER_0128,vijayapura_east_128,Karnataka,Vijayapura,"[""Vijayapura_T033"", ""Vijayapura_T034"", ""Vijayapura_T035"", ""Vijayapura_T036"", ""Vijayapura_T037"", ""Vijayapura_T038"", ""Vijayapura_T039""]"
REP_0129,TER_0129,meerut_west_129,Uttar Pradesh,Meerut,"[""Meerut_T028"", ""Meerut_T029"", ""Meerut_T030"", ""Meerut_T031"", ""Meerut_T032"", ""Meerut_T033"", ""Meerut_T034"", ""Meerut_T035"", ""Meerut_T036"", ""Meerut_T037"", ""Meerut_T038"", ""Meerut_T039"", ""Meerut_T040"", ""Meerut_T041""]"
REP_0130,TER_0130,mehsana_central_130,Gujarat,Mehsana,"[""Mehsana_T031"", ""Mehsana_T032"", ""Mehsana_T033"", ""Mehsana_T034"", ""Mehsana_T035"", ""Mehsana_T036"", ""Mehsana_T037"", ""Mehsana_T038""]"
REP_0131,TER_0131,amritsar_north_131,Punjab,Amritsar,"[""Amritsar_T033"", ""Amritsar_T034"", ""Amritsar_T035"", ""Amritsar_T036"", ""Amritsar_T037"", ""Amritsar_T038"", ""Amritsar_T039"", ""Amritsar_T040""]"
REP_0132,TER_0132,rohtak_south_132,Haryana,Rohtak,"[""Rohtak_T030"", ""Rohtak_T031"", ""Rohtak_T032"", ""Rohtak_T033"", ""Rohtak_T034"", ""Rohtak_T035"", ""Rohtak_T036"", ""Rohtak_T037"", ""Rohtak_T038"", ""Rohtak_T039"", ""Rohtak_T040"", ""Rohtak_T041"", ""Rohtak_T042""]"
REP_0133,TER_0133,patna_east_133,Bihar,Patna,"[""Patna_T046"", ""Patna_T047"", ""Patna_T048"", ""Patna_T049"", ""Patna_T050"", ""Patna_T051"", ""Patna_T052"", ""Patna_T053"", ""Patna_T054"", ""Patna_T055"", ""Patna_T056"", ""Patna_T057"", ""Patna_T058"", ""Patna_T059""]"
REP_0134,TER_0134,hisar_west_134,Haryana,Hisar,"[""Hisar_T040"", ""Hisar_T041"", ""Hisar_T042"", ""Hisar_T043"", ""Hisar_T044"", ""Hisar_T045"", ""Hisar_T046"", ""Hisar_T047""]"
REP_0135,TER_0135,varanasi_central_135,Uttar Pradesh,Varanasi,"[""Varanasi_T046"", ""Varanasi_T047"", ""Varanasi_T048"", ""Varanasi_T049"", ""Varanasi_T050"", ""Varanasi_T051"", ""Varanasi_T052"", ""Varanasi_T053"", ""Varanasi_T054"", ""Varanasi_T055""]"
REP_0136,TER_0136,bharatpur_north_136,Rajasthan,Bharatpur,"[""Bharatpur_T044"", ""Bharatpur_T045"", ""Bharatpur_T046"", ""Bharatpur_T047"", ""Bharatpur_T048"", ""Bharatpur_T049"", ""Bharatpur_T050"", ""Bharatpur_T051"", ""Bharatpur_T052"", ""Bharatpur_T053"", ""Bharatpur_T054"", ""Bharatpur_T055"", ""Bharatpur_T056"", ""Bharatpur_T057""]"
REP_0137,TER_0137,jalgaon_south_137,Maharashtra,Jalgaon,"[""Jalgaon_T039"", ""Jalgaon_T040"", ""Jalgaon_T041"", ""Jalgaon_T042"", ""Jalgaon_T043"", ""Jalgaon_T044"", ""Jalgaon_T045"", ""Jalgaon_T046"", ""Jalgaon_T047"", ""Jalgaon_T048"", ""Jalgaon_T049"", ""Jalgaon_T050""]"
REP_0138,TER_0138,lucknow_east_138,Uttar Pradesh,Lucknow,"[""Lucknow_T048"", ""Lucknow_T049"", ""Lucknow_T050"", ""Lucknow_T051"", ""Lucknow_T052"", ""Lucknow_T053"", ""Lucknow_T054"", ""Lucknow_T055"", ""Lucknow_T056""]"
REP_0139,TER_0139,ratlam_west_139,Madhya Pradesh,Ratlam,"[""Ratlam_T033"", ""Ratlam_T034"", ""Ratlam_T035"", ""Ratlam_T036"", ""Ratlam_T037"", ""Ratlam_T038"", ""Ratlam_T039"", ""Ratlam_T040"", ""Ratlam_T041"", ""Ratlam_T042"", ""Ratlam_T043"", ""Ratlam_T044"", ""Ratlam_T045"", ""Ratlam_T046""]"
REP_0140,TER_0140,bikaner_central_140,Rajasthan,Bikaner,"[""Bikaner_T035"", ""Bikaner_T036"", ""Bikaner_T037"", ""Bikaner_T038"", ""Bikaner_T039"", ""Bikaner_T040"", ""Bikaner_T041"", ""Bikaner_T042"", ""Bikaner_T043""]"
REP_0141,TER_0141,kanpur_nagar_north_141,Uttar Pradesh,Kanpur Nagar,"[""Kanpur_Nagar_T049"", ""Kanpur_Nagar_T050"", ""Kanpur_Nagar_T051"", ""Kanpur_Nagar_T052"", ""Kanpur_Nagar_T053"", ""Kanpur_Nagar_T054"", ""Kanpur_Nagar_T055"", ""Kanpur_Nagar_T056"", ""Kanpur_Nagar_T057"", ""Kanpur_Nagar_T058""]"
REP_0142,TER_0142,sikar_south_142,Rajasthan,Sikar,"[""Sikar_T040"", ""Sikar_T041"", ""Sikar_T042"", ""Sikar_T043"", ""Sikar_T044"", ""Sikar_T045"", ""Sikar_T046"", ""Sikar_T047"", ""Sikar_T048"", ""Sikar_T049"", ""Sikar_T050"", ""Sikar_T051""]"
REP_0143,TER_0143,sehore_east_143,Madhya Pradesh,Sehore,"[""Sehore_T041"", ""Sehore_T042"", ""Sehore_T043"", ""Sehore_T044"", ""Sehore_T045"", ""Sehore_T046"", ""Sehore_T047"", ""Sehore_T048"", ""Sehore_T049"", ""Sehore_T050"", ""Sehore_T051""]"
REP_0144,TER_0144,ahmedabad_west_144,Gujarat,Ahmedabad,"[""Ahmedabad_T043"", ""Ahmedabad_T044"", ""Ahmedabad_T045"", ""Ahmedabad_T046"", ""Ahmedabad_T047"", ""Ahmedabad_T048"", ""Ahmedabad_T049"", ""Ahmedabad_T050"", ""Ahmedabad_T051"", ""Ahmedabad_T052"", ""Ahmedabad_T053"", ""Ahmedabad_T054"", ""Ahmedabad_T055""]"
REP_0145,TER_0145,agra_central_145,Uttar Pradesh,Agra,"[""Agra_T037"", ""Agra_T038"", ""Agra_T039"", ""Agra_T040"", ""Agra_T041"", ""Agra_T042"", ""Agra_T043"", ""Agra_T044"", ""Agra_T045"", ""Agra_T046"", ""Agra_T047"", ""Agra_T048"", ""Agra_T049"", ""Agra_T050""]"
REP_0146,TER_0146,bardhaman_north_146,West Bengal,Bardhaman,"[""Bardhaman_T038"", ""Bardhaman_T039"", ""Bardhaman_T040"", ""Bardhaman_T041"", ""Bardhaman_T042"", ""Bardhaman_T043"", ""Bardhaman_T044"", ""Bardhaman_T045"", ""Bardhaman_T046"", ""Bardhaman_T047"", ""Bardhaman_T048"", ""Bardhaman_T049"", ""Bardhaman_T050""]"
REP_0147,TER_0147,akola_south_147,Maharashtra,Akola,"[""Akola_T050"", ""Akola_T051"", ""Akola_T052"", ""Akola_T053"", ""Akola_T054"", ""Akola_T055"", ""Akola_T056""]"
REP_0148,TER_0148,sirsa_east_148,Haryana,Sirsa,"[""Sirsa_T038"", ""Sirsa_T039"", ""Sirsa_T040"", ""Sirsa_T041"", ""Sirsa_T042"", ""Sirsa_T043"", ""Sirsa_T044"", ""Sirsa_T045"", ""Sirsa_T046""]"
REP_0149,TER_0149,amravati_west_149,Maharashtra,Amravati,"[""Amravati_T042"", ""Amravati_T043"", ""Amravati_T044"", ""Amravati_T045"", ""Amravati_T046"", ""Amravati_T047"", ""Amravati_T048"", ""Amravati_T049"", ""Amravati_T050""]"
REP_0150,TER_0150,ludhiana_central_150,Punjab,Ludhiana,"[""Ludhiana_T039"", ""Ludhiana_T040"", ""Ludhiana_T041"", ""Ludhiana_T042"", ""Ludhiana_T043"", ""Ludhiana_T044"", ""Ludhiana_T045""]"
REP_0151,TER_0151,kalaburagi_north_151,Karnataka,Kalaburagi,"[""Kalaburagi_T035"", ""Kalaburagi_T036"", ""Kalaburagi_T037"", ""Kalaburagi_T038"", ""Kalaburagi_T039"", ""Kalaburagi_T040"", ""Kalaburagi_T041"", ""Kalaburagi_T042"", ""Kalaburagi_T043"", ""Kalaburagi_T044"", ""Kalaburagi_T045""]"
REP_0152,TER_0152,jaipur_south_152,Rajasthan,Jaipur,"[""Jaipur_T040"", ""Jaipur_T041"", ""Jaipur_T042"", ""Jaipur_T043"", ""Jaipur_T044"", ""Jaipur_T045""]"
REP_0153,TER_0153,ujjain_east_153,Madhya Pradesh,Ujjain,"[""Ujjain_T046"", ""Ujjain_T047"", ""Ujjain_T048"", ""Ujjain_T049"", ""Ujjain_T050"", ""Ujjain_T051"", ""Ujjain_T052"", ""Ujjain_T053"", ""Ujjain_T054"", ""Ujjain_T055"", ""Ujjain_T056"", ""Ujjain_T057"", ""Ujjain_T058"", ""Ujjain_T059""]"
REP_0154,TER_0154,bathinda_west_154,Punjab,Bathinda,"[""Bathinda_T048"", ""Bathinda_T049"", ""Bathinda_T050"", ""Bathinda_T051"", ""Bathinda_T052"", ""Bathinda_T053"", ""Bathinda_T054"", ""Bathinda_T055"", ""Bathinda_T056""]"
REP_0155,TER_0155,indore_central_155,Madhya Pradesh,Indore,"[""Indore_T039"", ""Indore_T040"", ""Indore_T041"", ""Indore_T042"", ""Indore_T043"", ""Indore_T044"", ""Indore_T045"", ""Indore_T046"", ""Indore_T047""]"
REP_0156,TER_0156,rajkot_north_156,Gujarat,Rajkot,"[""Rajkot_T035"", ""Rajkot_T036"", ""Rajkot_T037"", ""Rajkot_T038"", ""Rajkot_T039"", ""Rajkot_T040""]"
REP_0157,TER_0157,patiala_south_157,Punjab,Patiala,"[""Patiala_T031"", ""Patiala_T032"", ""Patiala_T033"", ""Patiala_T034"", ""Patiala_T035"", ""Patiala_T036"", ""Patiala_T037""]"
REP_0158,TER_0158,nadia_east_158,West Bengal,Nadia,"[""Nadia_T035"", ""Nadia_T036"", ""Nadia_T037"", ""Nadia_T038"", ""Nadia_T039"", ""Nadia_T040""]"
REP_0159,TER_0159,karnal_west_159,Haryana,Karnal,"[""Karnal_T041"", ""Karnal_T042"", ""Karnal_T043"", ""Karnal_T044"", ""Karnal_T045"", ""Karnal_T046"", ""Karnal_T047"", ""Karnal_T048"", ""Karnal_T049""]"
REP_0160,TER_0160,muzaffarpur_central_160,Bihar,Muzaffarpur,"[""Muzaffarpur_T044"", ""Muzaffarpur_T045"", ""Muzaffarpur_T046"", ""Muzaffarpur_T047"", ""Muzaffarpur_T048"", ""Muzaffarpur_T049"", ""Muzaffarpur_T050""]"
REP_0161,TER_0161,vijayapura_north_161,Karnataka,Vijayapura,"[""Vijayapura_T040"", ""Vijayapura_T041"", ""Vijayapura_T042"", ""Vijayapura_T043"", ""Vijayapura_T044"", ""Vijayapura_T045""]"
REP_0162,TER_0162,meerut_south_162,Uttar Pradesh,Meerut,"[""Meerut_T042"", ""Meerut_T043"", ""Meerut_T044"", ""Meerut_T045"", ""Meerut_T046"", ""Meerut_T047"", ""Meerut_T048"", ""Meerut_T049"", ""Meerut_T050"", ""Meerut_T051"", ""Meerut_T052""]"
REP_0163,TER_0163,mehsana_east_163,Gujarat,Mehsana,"[""Mehsana_T039"", ""Mehsana_T040"", ""Mehsana_T041"", ""Mehsana_T042"", ""Mehsana_T043"", ""Mehsana_T044"", ""Mehsana_T045""]"
REP_0164,TER_0164,amritsar_west_164,Punjab,Amritsar,"[""Amritsar_T041"", ""Amritsar_T042"", ""Amritsar_T043"", ""Amritsar_T044"", ""Amritsar_T045"", ""Amritsar_T046"", ""Amritsar_T047"", ""Amritsar_T048"", ""Amritsar_T049"", ""Amritsar_T050"", ""Amritsar_T051"", ""Amritsar_T052"", ""Amritsar_T053"", ""Amritsar_T054""]"
REP_0165,TER_0165,rohtak_central_165,Haryana,Rohtak,"[""Rohtak_T043"", ""Rohtak_T044"", ""Rohtak_T045"", ""Rohtak_T046"", ""Rohtak_T047"", ""Rohtak_T048"", ""Rohtak_T049"", ""Rohtak_T050"", ""Rohtak_T051""]"
REP_0166,TER_0166,patna_north_166,Bihar,Patna,"[""Patna_T060"", ""Patna_T061"", ""Patna_T062"", ""Patna_T063"", ""Patna_T064"", ""Patna_T065"", ""Patna_T066"", ""Patna_T067"", ""Patna_T068"", ""Patna_T069""]"
REP_0167,TER_0167,hisar_south_167,Haryana,Hisar,"[""Hisar_T048"", ""Hisar_T049"", ""Hisar_T050"", ""Hisar_T051"", ""Hisar_T052"", ""Hisar_T053"", ""Hisar_T054"", ""Hisar_T055"", ""Hisar_T056"", ""Hisar_T057"", ""Hisar_T058"", ""Hisar_T059"", ""Hisar_T060""]"
REP_0168,TER_0168,varanasi_east_168,Uttar Pradesh,Varanasi,"[""Varanasi_T056"", ""Varanasi_T057"", ""Varanasi_T058"", ""Varanasi_T059"", ""Varanasi_T060"", ""Varanasi_T061"", ""Varanasi_T062"", ""Varanasi_T063"", ""Varanasi_T064""]"
REP_0169,TER_0169,bharatpur_west_169,Rajasthan,Bharatpur,"[""Bharatpur_T058"", ""Bharatpur_T059"", ""Bharatpur_T060"", ""Bharatpur_T061"", ""Bharatpur_T062"", ""Bharatpur_T063"", ""Bharatpur_T064"", ""Bharatpur_T065"", ""Bharatpur_T066"", ""Bharatpur_T067"", ""Bharatpur_T068"", ""Bharatpur_T069"", ""Bharatpur_T070"", ""Bharatpur_T071""]"
REP_0170,TER_0170,jalgaon_central_170,Maharashtra,Jalgaon,"[""Jalgaon_T051"", ""Jalgaon_T052"", ""Jalgaon_T053"", ""Jalgaon_T054"", ""Jalgaon_T055"", ""Jalgaon_T056"", ""Jalgaon_T057"", ""Jalgaon_T058""]"
REP_0171,TER_0171,lucknow_north_171,Uttar Pradesh,Lucknow,"[""Lucknow_T057"", ""Lucknow_T058"", ""Lucknow_T059"", ""Lucknow_T060"", ""Lucknow_T061"", ""Lucknow_T062"", ""Lucknow_T063"", ""Lucknow_T064"", ""Lucknow_T065"", ""Lucknow_T066"", ""Lucknow_T067"", ""Lucknow_T068"", ""Lucknow_T069""]"
REP_0172,TER_0172,ratlam_south_172,Madhya Pradesh,Ratlam,"[""Ratlam_T047"", ""Ratlam_T048"", ""Ratlam_T049"", ""Ratlam_T050"", ""Ratlam_T051"", ""Ratlam_T052"", ""Ratlam_T053"", ""Ratlam_T054"", ""Ratlam_T055""]"
REP_0173,TER_0173,bikaner_east_173,Rajasthan,Bikaner,"[""Bikaner_T044"", ""Bikaner_T045"", ""Bikaner_T046"", ""Bikaner_T047"", ""Bikaner_T048"", ""Bikaner_T049"", ""Bikaner_T050"", ""Bikaner_T051"", ""Bikaner_T052"", ""Bikaner_T053"", ""Bikaner_T054"", ""Bikaner_T055"", ""Bikaner_T056""]"
REP_0174,TER_0174,kanpur_nagar_west_174,Uttar Pradesh,Kanpur Nagar,"[""Kanpur_Nagar_T059"", ""Kanpur_Nagar_T060"", ""Kanpur_Nagar_T061"", ""Kanpur_Nagar_T062"", ""Kanpur_Nagar_T063"", ""Kanpur_Nagar_T064"", ""Kanpur_Nagar_T065"", ""Kanpur_Nagar_T066"", ""Kanpur_Nagar_T067"", ""Kanpur_Nagar_T068"", ""Kanpur_Nagar_T069"", ""Kanpur_Nagar_T070""]"
REP_0175,TER_0175,sikar_central_175,Rajasthan,Sikar,"[""Sikar_T052"", ""Sikar_T053"", ""Sikar_T054"", ""Sikar_T055"", ""Sikar_T056"", ""Sikar_T057"", ""Sikar_T058"", ""Sikar_T059"", ""Sikar_T060""]"
REP_0176,TER_0176,sehore_north_176,Madhya Pradesh,Sehore,"[""Sehore_T052"", ""Sehore_T053"", ""Sehore_T054"", ""Sehore_T055"", ""Sehore_T056"", ""Sehore_T057"", ""Sehore_T058""]"
