id,campaign_product,campaign_crop,grower_id,message_sent_date,delivered_status,opened_status,clicked_status
WAM_RABI25_01015,Tilt 250 EC,wheat,GRW_01369,2025-10-19,true,false,false
WAM_RABI25_01016,Tilt 250 EC,wheat,GRW_01370,2025-10-16,true,false,false
WAM_RABI25_01017,Amistar 250 SC,cumin,GRW_01372,2025-10-29,true,true,false
WAM_RABI25_01018,Amistar 250 SC,lentil,GRW_01373,2025-12-02,true,false,false
WAM_RABI25_01019,Score 250 EC,mustard,GRW_01374,2026-02-23,true,false,false
WAM_RABI25_01020,Tilt 250 EC,wheat,GRW_01376,2025-11-05,true,false,false
WAM_RABI25_01021,Score 250 EC,safflower,GRW_01377,2026-01-04,true,false,false
WAM_RABI25_01022,Tilt 250 EC,wheat,GRW_01380,2025-10-16,true,false,false
WAM_RABI25_01023,Kavach 75 WP,potato,GRW_01381,2025-11-20,true,false,false
WAM_RABI25_01024,Tilt 250 EC,wheat,GRW_01382,2025-10-29,true,false,false
WAM_RABI25_01025,Amistar 250 SC,chickpea,GRW_01383,2025-10-21,true,false,false
WAM_RABI25_01026,Amistar 250 SC,chickpea,GRW_01384,2025-11-01,true,false,false
WAM_RABI25_01027,Kavach 75 WP,potato,GRW_01385,2025-10-14,true,false,false
WAM_RABI25_01028,Amistar 250 SC,barley,GRW_01386,2025-11-16,true,false,false
WAM_RABI25_01029,Amistar 250 SC,chickpea,GRW_01387,2025-11-12,true,false,false
WAM_RABI25_01030,Score 250 EC,mustard,GRW_01388,2026-01-19,true,false,false
WAM_RABI25_01031,Tilt 250 EC,wheat,GRW_01389,2026-01-18,true,true,false
WAM_RABI25_01032,Tilt 250 EC,wheat,GRW_01393,2025-10-15,true,false,false
WAM_RABI25_01033,Amistar 250 SC,barley,GRW_01394,2025-10-30,true,false,false
WAM_RABI25_01034,Amistar 250 SC,chickpea,GRW_01396,2025-10-16,true,false,false
WAM_RABI25_01035,Tilt 250 EC,wheat,GRW_01397,2026-01-05,true,false,false
WAM_RABI25_01036,Tilt 250 EC,wheat,GRW_01398,2026-02-02,true,false,false
WAM_RABI25_01037,Amistar 250 SC,chickpea,GRW_01399,2026-01-11,false,false,false
WAM_RABI25_01038,Amistar 250 SC,barley,GRW_01400,2025-12-27,true,false,false
WAM_RABI25_01039,Amistar 250 SC,chickpea,GRW_01401,2025-10-26,true,true,true
WAM_RABI25_01040,Tilt 250 EC,wheat,GRW_01402,2025-12-19,true,false,false
WAM_RABI25_01041,Tilt 250 EC,wheat,GRW_01404,2025-11-25,true,true,false
WAM_RABI25_01042,Tilt 250 EC,wheat,GRW_01405,2026-04-02,true,false,false
WAM_RABI25_01043,Tilt 250 EC,wheat,GRW_01406,2025-11-27,true,false,false
WAM_RABI25_01044,Score 250 EC,safflower,GRW_01407,2025-11-02,true,false,false
WAM_RABI25_01045,Score 250 EC,mustard,GRW_01408,2025-11-26,true,false,false
WAM_RABI25_01046,Amistar 250 SC,barley,GRW_01409,2026-03-26,true,false,false
WAM_RABI25_01047,Tilt 250 EC,wheat,GRW_01410,2025-12-28,true,false,false
WAM_RABI25_01048,Tilt 250 EC,wheat,GRW_01411,2026-02-27,true,false,false
WAM_RABI25_01049,Tilt 250 EC,wheat,GRW_01412,2025-10-06,true,false,false
WAM_RABI25_01050,Tilt 250 EC,wheat,GRW_01413,2025-10-19,true,false,false
WAM_RABI25_01051,Score 250 EC,mustard,GRW_01415,2025-11-28,true,false,false
WAM_RABI25_01052,Tilt 250 EC,wheat,GRW_01416,2025-12-01,true,false,false
WAM_RABI25_01053,Tilt 250 EC,wheat,GRW_01417,2025-12-22,true,false,false
WAM_RABI25_01054,Amistar 250 SC,chickpea,GRW_01418,2026-01-09,true,false,false
WAM_RABI25_01055,Tilt 250 EC,wheat,GRW_01419,2025-10-12,true,false,false
WAM_RABI25_01056,Amistar 250 SC,lentil,GRW_01420,2025-10-21,true,true,false
WAM_RABI25_01057,Tilt 250 EC,wheat,GRW_01421,2025-10-07,true,false,false
WAM_RABI25_01058,Tilt 250 EC,wheat,GRW_01422,2025-12-29,true,false,false
WAM_RABI25_01059,Score 250 EC,mustard,GRW_01423,2025-10-31,true,false,false
WAM_RABI25_01060,Score 250 EC,mustard,GRW_01424,2025-11-10,true,true,false
WAM_RABI25_01061,Tilt 250 EC,wheat,GRW_01425,2026-01-23,true,false,false
WAM_RABI25_01062,Tilt 250 EC,wheat,GRW_01426,2026-03-22,true,false,false
WAM_RABI25_01063,Score 250 EC,mustard,GRW_01427,2026-01-11,true,false,false
WAM_RABI25_01064,Tilt 250 EC,wheat,GRW_01428,2026-01-08,true,true,true
WAM_RABI25_01065,Amistar 250 SC,barley,GRW_01430,2025-11-09,true,false,false
WAM_RABI25_01066,Tilt 250 EC,wheat,GRW_01433,2025-12-02,true,true,false
WAM_RABI25_01067,Tilt 250 EC,wheat,GRW_01435,2025-10-09,true,true,false
WAM_RABI25_01068,Kavach 75 WP,potato,GRW_01436,2025-11-10,true,true,false
WAM_RABI25_01069,Tilt 250 EC,wheat,GRW_01437,2026-01-23,false,false,false
WAM_RABI25_01070,Score 250 EC,mustard,GRW_01438,2025-10-25,true,true,false
WAM_RABI25_01071,Score 250 EC,mustard,GRW_01439,2025-11-18,true,false,false
WAM_RABI25_01072,Tilt 250 EC,wheat,GRW_01440,2026-04-04,true,false,false
WAM_RABI25_01073,Tilt 250 EC,wheat,GRW_01441,2025-10-08,true,false,false
WAM_RABI25_01074,Amistar 250 SC,lentil,GRW_01443,2025-12-12,true,false,false
WAM_RABI25_01075,Tilt 250 EC,wheat,GRW_01444,2025-12-16,true,false,false
WAM_RABI25_01076,Tilt 250 EC,wheat,GRW_01445,2025-10-13,true,false,false
WAM_RABI25_01077,Tilt 250 EC,wheat,GRW_01447,2026-02-18,true,false,false
WAM_RABI25_01078,Tilt 250 EC,wheat,GRW_01448,2025-11-30,true,false,false
WAM_RABI25_01079,Tilt 250 EC,wheat,GRW_01450,2025-12-12,true,false,false
WAM_RABI25_01080,Tilt 250 EC,wheat,GRW_01451,2025-11-22,true,false,false
WAM_RABI25_01081,Tilt 250 EC,wheat,GRW_01452,2025-12-22,true,false,false
WAM_RABI25_01082,Score 250 EC,mustard,GRW_01453,2025-12-09,true,false,false
WAM_RABI25_01083,Tilt 250 EC,wheat,GRW_01454,2025-10-14,true,true,false
WAM_RABI25_01084,Amistar 250 SC,maize,GRW_01455,2025-11-29,true,true,false
WAM_RABI25_01085,Tilt 250 EC,wheat,GRW_01456,2026-02-22,true,false,false
WAM_RABI25_01086,Score 250 EC,mustard,GRW_01458,2026-02-05,true,false,false
WAM_RABI25_01087,Tilt 250 EC,wheat,GRW_01460,2026-01-20,true,false,false
WAM_RABI25_01088,Tilt 250 EC,wheat,GRW_01464,2025-11-28,true,false,false
WAM_RABI25_01089,Kavach 75 WP,potato,GRW_01465,2025-11-25,true,false,false
WAM_RABI25_01090,Kavach 75 WP,potato,GRW_01466,2026-02-17,true,false,false
WAM_RABI25_01091,Tilt 250 EC,wheat,GRW_01467,2025-10-18,true,false,false
WAM_RABI25_01092,Score 250 EC,safflower,GRW_01468,2025-10-21,true,false,false
WAM_RABI25_01093,Tilt 250 EC,wheat,GRW_01469,2025-10-10,true,false,false
WAM_RABI25_01094,Tilt 250 EC,wheat,GRW_01470,2025-11-01,false,false,false
WAM_RABI25_01095,Amistar 250 SC,lentil,GRW_01471,2025-12-28,true,true,true
WAM_RABI25_01096,Tilt 250 EC,wheat,GRW_01472,2025-12-19,true,false,false
WAM_RABI25_01097,Tilt 250 EC,wheat,GRW_01473,2025-10-17,true,false,false
WAM_RABI25_01098,Score 250 EC,mustard,GRW_01474,2025-10-19,true,false,false
WAM_RABI25_01099,Tilt 250 EC,wheat,GRW_01475,2025-10-12,true,false,false
WAM_RABI25_01100,Tilt 250 EC,wheat,GRW_01476,2026-01-30,true,true,false
WAM_RABI25_01101,Kavach 75 WP,potato,GRW_01477,2025-10-07,true,false,false
WAM_RABI25_01102,Kavach 75 WP,potato,GRW_01478,2026-01-25,true,false,false
WAM_RABI25_01103,Score 250 EC,mustard,GRW_01479,2025-12-10,true,false,false
WAM_RABI25_01104,Tilt 250 EC,wheat,GRW_01480,2025-12-17,true,true,false
WAM_RABI25_01105,Tilt 250 EC,wheat,GRW_01481,2025-11-07,true,false,false
WAM_RABI25_01106,Amistar 250 SC,barley,GRW_01485,2026-01-28,true,false,false
WAM_RABI25_01107,Amistar 250 SC,barley,GRW_01486,2025-10-26,true,false,false
WAM_RABI25_01108,Tilt 250 EC,wheat,GRW_01487,2025-10-07,true,false,false
WAM_RABI25_01109,Tilt 250 EC,wheat,GRW_01489,2025-10-22,true,false,false
WAM_RABI25_01110,Tilt 250 EC,wheat,GRW_01491,2025-11-07,true,false,false
WAM_RABI25_01111,Tilt 250 EC,wheat,GRW_01492,2025-11-01,true,false,false
WAM_RABI25_01112,Tilt 250 EC,wheat,GRW_01493,2025-10-10,true,false,false
WAM_RABI25_01113,Amistar 250 SC,lentil,GRW_01494,2026-02-19,true,false,false
WAM_RABI25_01114,Amistar 250 SC,lentil,GRW_01496,2025-11-11,true,false,false
WAM_RABI25_01115,Score 250 EC,mustard,GRW_01497,2025-10-19,true,false,false
WAM_RABI25_01116,Amistar 250 SC,lentil,GRW_01498,2025-10-07,true,false,false
WAM_RABI25_01117,Tilt 250 EC,wheat,GRW_01499,2025-11-26,true,false,false
WAM_RABI25_01118,Tilt 250 EC,wheat,GRW_01500,2025-10-23,true,false,false
WAM_RABI25_01119,Score 250 EC,mustard,GRW_01501,2025-11-15,true,false,false
WAM_RABI25_01120,Amistar 250 SC,chickpea,GRW_01503,2025-10-26,true,true,false
WAM_RABI25_01121,Tilt 250 EC,wheat,GRW_01504,2025-11-16,true,false,false
WAM_RABI25_01122,Amistar 250 SC,barley,GRW_01505,2025-11-15,true,false,false
WAM_RABI25_01123,Tilt 250 EC,wheat,GRW_01507,2026-01-20,false,false,false
WAM_RABI25_01124,Amistar 250 SC,lentil,GRW_01509,2025-10-11,true,false,false
WAM_RABI25_01125,Kavach 75 WP,potato,GRW_01510,2025-11-08,true,true,true
WAM_RABI25_01126,Amistar 250 SC,lentil,GRW_01511,2025-12-12,true,false,false
WAM_RABI25_01127,Amistar 250 SC,barley,GRW_01512,2026-01-29,true,false,false
WAM_RABI25_01128,Tilt 250 EC,wheat,GRW_01513,2025-10-23,true,false,false
WAM_RABI25_01129,Tilt 250 EC,wheat,GRW_01517,2025-12-03,true,false,false
WAM_RABI25_01130,Amistar 250 SC,barley,GRW_01518,2025-11-11,true,true,true
WAM_RABI25_01131,Amistar 250 SC,chickpea,GRW_01520,2025-10-07,true,false,false
WAM_RABI25_01132,Score 250 EC,mustard,GRW_01521,2025-10-19,true,false,false
WAM_RABI25_01133,Tilt 250 EC,wheat,GRW_01523,2025-10-18,true,false,false
WAM_RABI25_01134,Tilt 250 EC,wheat,GRW_01524,2026-01-24,true,false,false
WAM_RABI25_01135,Amistar 250 SC,barley,GRW_01525,2025-12-25,true,true,false
WAM_RABI25_01136,Amistar 250 SC,chickpea,GRW_01526,2025-10-18,true,false,false
WAM_RABI25_01137,Tilt 250 EC,wheat,GRW_01527,2025-12-13,true,false,false
WAM_RABI25_01138,Amistar 250 SC,chickpea,GRW_01528,2025-12-25,true,false,false
WAM_RABI25_01139,Tilt 250 EC,wheat,GRW_01529,2026-02-27,true,false,false
WAM_RABI25_01140,Tilt 250 EC,wheat,GRW_01531,2025-10-12,true,false,false
WAM_RABI25_01141,Amistar 250 SC,chickpea,GRW_01532,2025-10-11,true,false,false
WAM_RABI25_01142,Score 250 EC,mustard,GRW_01534,2025-11-28,true,false,false
WAM_RABI25_01143,Tilt 250 EC,wheat,GRW_01535,2025-10-24,true,false,false
WAM_RABI25_01144,Tilt 250 EC,wheat,GRW_01537,2026-02-02,true,false,false
WAM_RABI25_01145,Amistar 250 SC,lentil,GRW_01539,2025-10-17,true,false,false
WAM_RABI25_01146,Amistar 250 SC,chickpea,GRW_01541,2025-10-09,true,true,false
WAM_RABI25_01147,Tilt 250 EC,wheat,GRW_01542,2025-11-20,true,false,false
WAM_RABI25_01148,Tilt 250 EC,wheat,GRW_01544,2025-10-14,true,false,false
WAM_RABI25_01149,Tilt 250 EC,wheat,GRW_01545,2025-11-20,true,false,false
WAM_RABI25_01150,Score 250 EC,mustard,GRW_01546,2025-10-29,true,true,false
WAM_RABI25_01151,Tilt 250 EC,wheat,GRW_01547,2026-01-16,true,true,false
WAM_RABI25_01152,Tilt 250 EC,wheat,GRW_01548,2025-11-18,true,false,false
WAM_RABI25_01153,Tilt 250 EC,wheat,GRW_01549,2025-11-07,true,false,false
WAM_RABI25_01154,Tilt 250 EC,wheat,GRW_01551,2025-10-07,true,false,false
WAM_RABI25_01155,Amistar 250 SC,barley,GRW_01552,2025-12-05,true,false,false
WAM_RABI25_01156,Tilt 250 EC,wheat,GRW_01555,2026-01-01,true,false,false
WAM_RABI25_01157,Tilt 250 EC,wheat,GRW_01556,2025-10-31,true,false,false
WAM_RABI25_01158,Score 250 EC,safflower,GRW_01557,2025-10-08,true,false,false
WAM_RABI25_01159,Amistar 250 SC,barley,GRW_01558,2026-01-30,true,false,false
WAM_RABI25_01160,Tilt 250 EC,wheat,GRW_01560,2025-10-22,true,false,false
WAM_RABI25_01161,Amistar 250 SC,chickpea,GRW_01561,2025-10-08,true,false,false
WAM_RABI25_01162,Tilt 250 EC,wheat,GRW_01562,2026-01-11,true,false,false
WAM_RABI25_01163,Amistar 250 SC,chickpea,GRW_01565,2025-10-26,true,false,false
WAM_RABI25_01164,Score 250 EC,safflower,GRW_01566,2025-12-14,true,false,false
WAM_RABI25_01165,Amistar 250 SC,barley,GRW_01568,2025-10-30,true,false,false
WAM_RABI25_01166,Score 250 EC,mustard,GRW_01570,2025-10-27,true,false,false
WAM_RABI25_01167,Tilt 250 EC,wheat,GRW_01571,2025-11-13,true,false,false
WAM_RABI25_01168,Tilt 250 EC,wheat,GRW_01574,2025-11-16,true,false,false
WAM_RABI25_01169,Tilt 250 EC,wheat,GRW_01575,2026-03-06,true,false,false
WAM_RABI25_01170,Tilt 250 EC,wheat,GRW_01576,2025-12-20,true,false,false
WAM_RABI25_01171,Tilt 250 EC,wheat,GRW_01577,2025-10-08,true,false,false
WAM_RABI25_01172,Amistar 250 SC,chickpea,GRW_01579,2025-11-30,true,true,true
WAM_RABI25_01173,Tilt 250 EC,wheat,GRW_01580,2026-02-23,true,false,false
WAM_RABI25_01174,Score 250 EC,safflower,GRW_01581,2025-11-13,true,true,false
WAM_RABI25_01175,Tilt 250 EC,wheat,GRW_01582,2025-10-23,true,true,false
WAM_RABI25_01176,Tilt 250 EC,wheat,GRW_01583,2026-01-12,true,false,false
WAM_RABI25_01177,Score 250 EC,mustard,GRW_01584,2026-01-13,true,false,false
WAM_RABI25_01178,Score 250 EC,mustard,GRW_01585,2025-11-30,true,false,false
WAM_RABI25_01179,Tilt 250 EC,wheat,GRW_01587,2025-12-15,true,false,false
WAM_RABI25_01180,Tilt 250 EC,wheat,GRW_01588,2026-03-28,true,true,false
WAM_RABI25_01181,Amistar 250 SC,cumin,GRW_01589,2025-11-21,true,false,false
WAM_RABI25_01182,Tilt 250 EC,wheat,GRW_01590,2026-02-26,true,false,false
WAM_RABI25_01183,Score 250 EC,mustard,GRW_01591,2025-10-14,true,false,false
WAM_RABI25_01184,Tilt 250 EC,wheat,GRW_01592,2026-04-03,true,true,false
WAM_RABI25_01185,Tilt 250 EC,wheat,GRW_01595,2025-11-29,true,false,false
WAM_RABI25_01186,Tilt 250 EC,wheat,GRW_01596,2026-02-05,true,false,false
WAM_RABI25_01187,Tilt 250 EC,wheat,GRW_01597,2025-10-13,true,false,false
WAM_RABI25_01188,Score 250 EC,mustard,GRW_01598,2025-12-28,true,false,false
WAM_RABI25_01189,Score 250 EC,mustard,GRW_01599,2026-04-01,true,true,false
WAM_RABI25_01190,Amistar 250 SC,barley,GRW_01601,2025-12-08,true,false,false
WAM_RABI25_01191,Score 250 EC,mustard,GRW_01602,2026-02-06,true,false,false
WAM_RABI25_01192,Tilt 250 EC,wheat,GRW_01604,2025-10-27,true,true,false
WAM_RABI25_01193,Tilt 250 EC,wheat,GRW_01605,2025-11-22,true,false,false
WAM_RABI25_01194,Amistar 250 SC,chickpea,GRW_01606,2025-11-22,true,false,false
WAM_RABI25_01195,Tilt 250 EC,wheat,GRW_01608,2025-10-22,true,true,true
WAM_RABI25_01196,Score 250 EC,mustard,GRW_01610,2026-03-16,true,false,false
WAM_RABI25_01197,Amistar 250 SC,cumin,GRW_01611,2025-10-08,true,false,false
WAM_RABI25_01198,Tilt 250 EC,wheat,GRW_01612,2025-10-11,true,false,false
WAM_RABI25_01199,Score 250 EC,mustard,GRW_01613,2025-11-27,true,false,false
WAM_RABI25_01200,Tilt 250 EC,wheat,GRW_01614,2025-12-21,true,true,true
WAM_RABI25_01201,Tilt 250 EC,wheat,GRW_01616,2025-10-16,true,false,false
WAM_RABI25_01202,Tilt 250 EC,wheat,GRW_01618,2025-11-14,true,false,false
WAM_RABI25_01203,Amistar 250 SC,barley,GRW_01620,2025-12-24,true,false,false
WAM_RABI25_01204,Tilt 250 EC,wheat,GRW_01621,2025-12-06,true,false,false
WAM_RABI25_01205,Score 250 EC,mustard,GRW_01622,2025-12-01,true,false,false
WAM_RABI25_01206,Amistar 250 SC,lentil,GRW_01623,2025-11-04,true,false,false
WAM_RABI25_01207,Tilt 250 EC,wheat,GRW_01624,2025-10-23,true,false,false
WAM_RABI25_01208,Tilt 250 EC,wheat,GRW_01625,2026-01-26,true,true,false
WAM_RABI25_01209,Score 250 EC,mustard,GRW_01626,2025-12-10,true,true,true
WAM_RABI25_01210,Amistar 250 SC,chickpea,GRW_01628,2025-12-11,true,false,false
WAM_RABI25_01211,Tilt 250 EC,wheat,GRW_01629,2025-12-25,true,true,true
WAM_RABI25_01212,Tilt 250 EC,wheat,GRW_01630,2025-12-29,true,false,false
WAM_RABI25_01213,Amistar 250 SC,chickpea,GRW_01631,2025-12-10,true,true,false
WAM_RABI25_01214,Score 250 EC,mustard,GRW_01632,2025-10-17,true,false,false
WAM_RABI25_01215,Tilt 250 EC,wheat,GRW_01633,2026-01-02,true,false,false
WAM_RABI25_01216,Tilt 250 EC,wheat,GRW_01635,2026-02-04,true,true,true
WAM_RABI25_01217,Amistar 250 SC,lentil,GRW_01636,2025-11-14,true,false,false
WAM_RABI25_01218,Tilt 250 EC,wheat,GRW_01637,2026-03-25,true,false,false
WAM_RABI25_01219,Amistar 250 SC,chickpea,GRW_01638,2025-11-23,true,false,false
WAM_RABI25_01220,Tilt 250 EC,wheat,GRW_01639,2026-01-17,true,false,false
WAM_RABI25_01221,Tilt 250 EC,wheat,GRW_01640,2025-10-18,true,false,false
WAM_RABI25_01222,Tilt 250 EC,wheat,GRW_01641,2025-10-12,true,false,false
WAM_RABI25_01223,Kavach 75 WP,potato,GRW_01642,2026-03-23,true,false,false
WAM_RABI25_01224,Amistar 250 SC,chickpea,GRW_01643,2025-10-06,true,true,false
WAM_RABI25_01225,Score 250 EC,safflower,GRW_01644,2025-10-17,true,false,false
WAM_RABI25_01226,Score 250 EC,mustard,GRW_01646,2025-10-06,true,false,false
WAM_RABI25_01227,Amistar 250 SC,chickpea,GRW_01647,2025-10-18,true,true,false
WAM_RABI25_01228,Kavach 75 WP,potato,GRW_01649,2026-01-07,true,false,false
WAM_RABI25_01229,Tilt 250 EC,wheat,GRW_01650,2025-11-13,true,true,false
WAM_RABI25_01230,Tilt 250 EC,wheat,GRW_01651,2025-10-14,true,false,false
WAM_RABI25_01231,Tilt 250 EC,wheat,GRW_01652,2025-11-15,true,false,false
WAM_RABI25_01232,Score 250 EC,safflower,GRW_01653,2025-11-23,true,false,false
WAM_RABI25_01233,Tilt 250 EC,wheat,GRW_01654,2025-10-07,true,false,false
WAM_RABI25_01234,Tilt 250 EC,wheat,GRW_01655,2025-10-06,true,false,false
WAM_RABI25_01235,Amistar 250 SC,cumin,GRW_01656,2026-01-26,true,false,false
WAM_RABI25_01236,Tilt 250 EC,wheat,GRW_01657,2025-10-17,true,false,false
WAM_RABI25_01237,Tilt 250 EC,wheat,GRW_01658,2025-12-04,true,false,false
WAM_RABI25_01238,Kavach 75 WP,potato,GRW_01659,2026-01-10,true,true,false
WAM_RABI25_01239,Tilt 250 EC,wheat,GRW_01660,2025-11-08,true,false,false
WAM_RABI25_01240,Amistar 250 SC,chickpea,GRW_01661,2026-02-07,true,false,false
WAM_RABI25_01241,Tilt 250 EC,wheat,GRW_01662,2026-01-29,true,true,false
WAM_RABI25_01242,Tilt 250 EC,wheat,GRW_01664,2025-10-11,true,false,false
WAM_RABI25_01243,Tilt 250 EC,wheat,GRW_01665,2025-10-30,true,false,false
WAM_RABI25_01244,Score 250 EC,mustard,GRW_01666,2025-10-09,true,false,false
WAM_RABI25_01245,Tilt 250 EC,wheat,GRW_01667,2025-11-02,true,true,false
WAM_RABI25_01246,Tilt 250 EC,wheat,GRW_01670,2025-11-15,true,false,false
WAM_RABI25_01247,Amistar 250 SC,barley,GRW_01671,2025-10-07,true,false,false
WAM_RABI25_01248,Tilt 250 EC,wheat,GRW_01672,2025-10-23,true,true,false
WAM_RABI25_01249,Score 250 EC,mustard,GRW_01675,2025-12-11,true,true,false
WAM_RABI25_01250,Tilt 250 EC,wheat,GRW_01677,2026-03-22,true,false,false
WAM_RABI25_01251,Tilt 250 EC,wheat,GRW_01678,2025-10-07,true,false,false
WAM_RABI25_01252,Tilt 250 EC,wheat,GRW_01679,2025-10-21,true,false,false
WAM_RABI25_01253,Tilt 250 EC,wheat,GRW_01680,2025-12-11,true,false,false
WAM_RABI25_01254,Score 250 EC,mustard,GRW_01681,2025-10-14,true,false,false
WAM_RABI25_01255,Amistar 250 SC,cumin,GRW_01683,2025-10-24,true,false,false
WAM_RABI25_01256,Tilt 250 EC,wheat,GRW_01684,2026-01-21,true,false,false
WAM_RABI25_01257,Tilt 250 EC,wheat,GRW_01685,2025-12-14,true,false,false
WAM_RABI25_01258,Tilt 250 EC,wheat,GRW_01686,2025-11-28,true,false,false
WAM_RABI25_01259,Score 250 EC,mustard,GRW_01689,2025-10-15,true,false,false
WAM_RABI25_01260,Tilt 250 EC,wheat,GRW_01690,2026-03-27,true,false,false
WAM_RABI25_01261,Tilt 250 EC,wheat,GRW_01691,2025-10-14,true,false,false
WAM_RABI25_01262,Score 250 EC,safflower,GRW_01693,2025-10-07,true,false,false
WAM_RABI25_01263,Score 250 EC,mustard,GRW_01694,2025-11-20,true,false,false
WAM_RABI25_01264,Amistar 250 SC,chickpea,GRW_01695,2025-10-13,true,true,false
WAM_RABI25_01265,Kavach 75 WP,potato,GRW_01699,2025-10-29,true,false,false
WAM_RABI25_01266,Tilt 250 EC,wheat,GRW_01700,2025-10-08,true,false,false
WAM_RABI25_01267,Tilt 250 EC,wheat,GRW_01701,2026-01-31,true,false,false
WAM_RABI25_01268,Tilt 250 EC,wheat,GRW_01702,2025-12-21,true,false,false
WAM_RABI25_01269,Tilt 250 EC,wheat,GRW_01703,2025-10-13,true,false,false
WAM_RABI25_01270,Tilt 250 EC,wheat,GRW_01704,2026-01-17,true,false,false
WAM_RABI25_01271,Tilt 250 EC,wheat,GRW_01706,2025-12-03,true,true,false
WAM_RABI25_01272,Amistar 250 SC,chickpea,GRW_01707,2025-11-01,true,false,false
WAM_RABI25_01273,Amistar 250 SC,chickpea,GRW_01708,2026-01-10,true,false,false
WAM_RABI25_01274,Tilt 250 EC,wheat,GRW_01709,2025-10-30,true,false,false
WAM_RABI25_01275,Score 250 EC,mustard,GRW_01710,2025-10-06,true,false,false
WAM_RABI25_01276,Amistar 250 SC,chickpea,GRW_01714,2025-10-26,true,false,false
WAM_RABI25_01277,Amistar 250 SC,chickpea,GRW_01715,2025-11-19,true,true,false
WAM_RABI25_01278,Amistar 250 SC,chickpea,GRW_01716,2026-01-31,true,false,false
WAM_RABI25_01279,Tilt 250 EC,wheat,GRW_01717,2026-03-05,true,false,false
WAM_RABI25_01280,Tilt 250 EC,wheat,GRW_01718,2025-10-12,true,true,false
WAM_RABI25_01281,Tilt 250 EC,wheat,GRW_01720,2025-10-09,true,false,false
WAM_RABI25_01282,Amistar 250 SC,chickpea,GRW_01721,2025-10-10,true,false,false
WAM_RABI25_01283,Tilt 250 EC,wheat,GRW_01722,2025-10-29,true,false,false
WAM_RABI25_01284,Tilt 250 EC,wheat,GRW_01723,2025-11-25,true,false,false
WAM_RABI25_01285,Tilt 250 EC,wheat,GRW_01725,2025-10-31,true,false,false
WAM_RABI25_01286,Tilt 250 EC,wheat,GRW_01726,2025-11-16,true,true,true
WAM_RABI25_01287,Score 250 EC,mustard,GRW_01728,2025-10-20,true,false,false
WAM_RABI25_01288,Tilt 250 EC,wheat,GRW_01729,2025-12-03,true,false,false
WAM_RABI25_01289,Amistar 250 SC,chickpea,GRW_01730,2026-03-30,true,false,false
WAM_RABI25_01290,Tilt 250 EC,wheat,GRW_01731,2025-10-27,true,true,false
WAM_RABI25_01291,Score 250 EC,mustard,GRW_01732,2025-12-23,true,true,false
WAM_RABI25_01292,Tilt 250 EC,wheat,GRW_01733,2026-01-22,true,false,false
WAM_RABI25_01293,Tilt 250 EC,wheat,GRW_01734,2026-03-12,true,false,false
WAM_RABI25_01294,Tilt 250 EC,wheat,GRW_01735,2026-03-04,true,false,false
WAM_RABI25_01295,Amistar 250 SC,lentil,GRW_01736,2026-01-24,true,false,false
WAM_RABI25_01296,Tilt 250 EC,wheat,GRW_01738,2025-10-24,true,false,false
WAM_RABI25_01297,Tilt 250 EC,wheat,GRW_01740,2025-10-13,true,false,false
WAM_RABI25_01298,Tilt 250 EC,wheat,GRW_01741,2025-12-03,true,false,false
WAM_RABI25_01299,Tilt 250 EC,wheat,GRW_01743,2026-02-24,true,false,false
WAM_RABI25_01300,Amistar 250 SC,chickpea,GRW_01745,2026-01-19,true,false,false
WAM_RABI25_01301,Tilt 250 EC,wheat,GRW_01746,2026-01-06,true,false,false
WAM_RABI25_01302,Score 250 EC,mustard,GRW_01747,2025-10-17,true,false,false
WAM_RABI25_01303,Tilt 250 EC,wheat,GRW_01748,2025-12-24,true,false,false
WAM_RABI25_01304,Tilt 250 EC,wheat,GRW_01749,2025-12-20,true,false,false
WAM_RABI25_01305,Amistar 250 SC,chickpea,GRW_01753,2026-01-26,true,false,false
WAM_RABI25_01306,Tilt 250 EC,wheat,GRW_01754,2025-12-24,true,true,false
WAM_RABI25_01307,Tilt 250 EC,wheat,GRW_01756,2026-03-24,true,false,false
WAM_RABI25_01308,Tilt 250 EC,wheat,GRW_01758,2026-03-29,true,true,false
WAM_RABI25_01309,Score 250 EC,mustard,GRW_01759,2025-10-24,true,false,false
WAM_RABI25_01310,Amistar 250 SC,chickpea,GRW_01760,2026-03-10,true,true,false
WAM_RABI25_01311,Tilt 250 EC,wheat,GRW_01761,2025-12-12,true,false,false
WAM_RABI25_01312,Tilt 250 EC,wheat,GRW_01762,2025-11-21,true,false,false
WAM_RABI25_01313,Tilt 250 EC,wheat,GRW_01763,2026-01-02,true,false,false
WAM_RABI25_01314,Score 250 EC,mustard,GRW_01765,2025-10-11,true,false,false
WAM_RABI25_01315,Amistar 250 SC,chickpea,GRW_01766,2025-11-08,true,false,false
WAM_RABI25_01316,Amistar 250 SC,cumin,GRW_01767,2025-11-09,true,true,false
WAM_RABI25_01317,Amistar 250 SC,chickpea,GRW_01768,2026-01-13,true,true,false
WAM_RABI25_01318,Score 250 EC,mustard,GRW_01769,2026-02-08,true,true,false
WAM_RABI25_01319,Amistar 250 SC,barley,GRW_01770,2025-11-06,true,true,false
