rep_id,visit_date,territory_id,visit_tehsil,visit_type,product_recommended
REP_0325,2025-10-08,TER_0325,Muzaffarpur_T093,retailer meeting,Tilt 250 EC
REP_0397,2025-12-27,TER_0397,Patna_T126,grower meeting,Cruiser 350 FS
REP_0397,2025-12-27,TER_0397,Patna_T129,retailer meeting,Cruiser 350 FS
REP_0397,2025-12-27,TER_0397,Patna_T130,grower meeting,Cruiser 350 FS
REP_0397,2025-12-27,TER_0397,Patna_T127,grower meeting,Cruiser 350 FS
REP_0397,2025-12-28,TER_0397,Patna_T126,retailer meeting,Score 250 EC
REP_0397,2025-12-22,TER_0397,Patna_T129,retailer meeting,Cruiser 350 FS
REP_0397,2025-12-25,TER_0397,Patna_T130,retailer meeting,Kavach 75 WP
REP_0397,2025-12-23,TER_0397,Patna_T131,retailer meeting,Alto 5 SC
REP_0397,2025-12-25,TER_0397,Patna_T128,retailer meeting,Topik 15 WP
REP_0397,2025-12-23,TER_0397,Patna_T127,grower meeting,Actara 25 WG
REP_0397,2025-12-25,TER_0397,Patna_T128,campaign_conducted,Actara 25 WG
REP_0397,2025-12-26,TER_0397,Patna_T129,campaign_conducted,Vertimec 1.8 EC
REP_0286,2025-10-20,TER_0286,Bathinda_T094,retailer meeting,Actara 25 WG
REP_0286,2025-10-20,TER_0286,Bathinda_T093,grower meeting,Vertimec 1.8 EC
REP_0286,2025-10-25,TER_0286,Bathinda_T094,grower meeting,Actara 25 WG
REP_0286,2025-10-22,TER_0286,Bathinda_T101,campaign_conducted,Tilt 250 EC
REP_0286,2025-10-25,TER_0286,Bathinda_T097,campaign_conducted,Vibrance Integral
REP_0286,2025-10-22,TER_0286,Bathinda_T095,campaign_conducted,Cruiser 350 FS
REP_0286,2025-10-21,TER_0286,Bathinda_T096,grower meeting,Vertimec 1.8 EC
REP_0286,2025-10-23,TER_0286,Bathinda_T096,retailer meeting,Amistar 250 SC
REP_0286,2025-10-20,TER_0286,Bathinda_T105,grower meeting,Vibrance Integral
REP_0004,2025-12-01,TER_0004,Bharatpur_T005,retailer meeting,Actara 25 WG
REP_0004,2025-12-05,TER_0004,Bharatpur_T006,grower meeting,Vertimec 1.8 EC
REP_0450,2025-12-31,TER_0450,Ujjain_T139,retailer meeting,Axial 50 EC
REP_0450,2026-01-04,TER_0450,Ujjain_T140,campaign_conducted,Alto 5 SC
REP_0450,2025-12-29,TER_0450,Ujjain_T139,retailer meeting,Actara 25 WG
REP_0096,2025-11-18,TER_0096,Meerut_T024,campaign_conducted,Axial 50 EC
REP_0096,2025-11-17,TER_0096,Meerut_T025,retailer meeting,Kavach 75 WP
REP_0096,2025-11-18,TER_0096,Meerut_T027,retailer meeting,Axial 50 EC
REP_0307,2026-02-07,TER_0307,Sikar_T100,retailer meeting,Alto 5 SC
REP_0307,2026-02-05,TER_0307,Sikar_T097,retailer meeting,Score 250 EC
REP_0333,2026-03-08,TER_0333,Varanasi_T109,campaign_conducted,Amistar 250 SC
REP_0162,2025-12-27,TER_0162,Meerut_T052,campaign_conducted,Kavach 75 WP
REP_0162,2025-12-24,TER_0162,Meerut_T049,retailer meeting,Vibrance Integral
REP_0162,2025-12-25,TER_0162,Meerut_T050,campaign_conducted,Cruiser 350 FS
REP_0162,2025-12-25,TER_0162,Meerut_T051,retailer meeting,Alto 5 SC
REP_0162,2025-12-25,TER_0162,Meerut_T043,grower meeting,Amistar 250 SC
REP_0162,2025-12-24,TER_0162,Meerut_T043,retailer meeting,Kavach 75 WP
REP_0162,2025-12-22,TER_0162,Meerut_T045,campaign_conducted,Amistar 250 SC
REP_0162,2025-12-27,TER_0162,Meerut_T051,grower meeting,Tilt 250 EC
REP_0162,2025-12-28,TER_0162,Meerut_T051,grower meeting,Cruiser 350 FS
REP_0428,2026-01-30,TER_0428,Amritsar_T130,grower meeting,Vibrance Integral
REP_0428,2026-01-28,TER_0428,Amritsar_T124,grower meeting,Cruiser 350 FS
REP_0215,2026-01-16,TER_0215,Amravati_T065,grower meeting,Amistar 250 SC
REP_0215,2026-01-13,TER_0215,Amravati_T068,retailer meeting,Vertimec 1.8 EC
REP_0215,2026-01-17,TER_0215,Amravati_T068,grower meeting,Amistar 250 SC
REP_0169,2026-03-24,TER_0169,Bharatpur_T058,retailer meeting,Score 250 EC
REP_0169,2026-03-25,TER_0169,Bharatpur_T060,retailer meeting,Movondo
REP_0155,2026-01-26,TER_0155,Indore_T043,campaign_conducted,Tilt 250 EC
REP_0155,2026-01-30,TER_0155,Indore_T040,retailer meeting,Alto 5 SC
REP_0274,2026-03-24,TER_0274,Sikar_T087,retailer meeting,Kavach 75 WP
REP_0274,2026-03-27,TER_0274,Sikar_T090,retailer meeting,Vibrance Integral
REP_0274,2026-03-28,TER_0274,Sikar_T088,grower meeting,Alto 5 SC
REP_0274,2026-03-24,TER_0274,Sikar_T089,campaign_conducted,Tilt 250 EC
REP_0274,2026-03-28,TER_0274,Sikar_T086,campaign_conducted,Axial 50 EC
REP_0274,2026-03-27,TER_0274,Sikar_T087,grower meeting,Amistar 250 SC
REP_0274,2026-03-29,TER_0274,Sikar_T085,retailer meeting,Movondo
REP_0143,2025-10-26,TER_0143,Sehore_T049,campaign_conducted,Alto 5 SC
REP_0143,2025-10-26,TER_0143,Sehore_T042,campaign_conducted,Actara 25 WG
REP_0143,2025-10-21,TER_0143,Sehore_T051,retailer meeting,Kavach 75 WP
REP_0379,2025-11-29,TER_0379,Sirsa_T114,campaign_conducted,Actara 25 WG
REP_0379,2025-11-29,TER_0379,Sirsa_T113,retailer meeting,Actara 25 WG
REP_0379,2025-11-24,TER_0379,Sirsa_T115,campaign_conducted,Amistar 250 SC
REP_0379,2025-11-24,TER_0379,Sirsa_T113,grower meeting,Axial 50 EC
REP_0379,2025-11-26,TER_0379,Sirsa_T110,campaign_conducted,Amistar 250 SC
REP_0379,2025-11-28,TER_0379,Sirsa_T116,retailer meeting,Cruiser 350 FS
REP_0379,2025-11-26,TER_0379,Sirsa_T115,retailer meeting,Tilt 250 EC
REP_0379,2025-11-28,TER_0379,Sirsa_T116,campaign_conducted,Axial 50 EC
REP_0379,2025-11-25,TER_0379,Sirsa_T107,retailer meeting,Vertimec 1.8 EC
REP_0379,2025-11-30,TER_0379,Sirsa_T111,campaign_conducted,Amistar 250 SC
REP_0379,2025-11-24,TER_0379,Sirsa_T115,retailer meeting,Actara 25 WG
REP_0379,2025-11-24,TER_0379,Sirsa_T108,campaign_conducted,Amistar 250 SC
REP_0214,2026-03-21,TER_0214,Sirsa_T060,retailer meeting,Cruiser 350 FS
REP_0499,2025-10-02,TER_0499,Bharatpur_T177,campaign_conducted,Cruiser 350 FS
REP_0499,2025-10-01,TER_0499,Bharatpur_T172,grower meeting,Topik 15 WP
REP_0499,2025-09-29,TER_0499,Bharatpur_T167,grower meeting,Actara 25 WG
REP_0499,2025-10-01,TER_0499,Bharatpur_T169,retailer meeting,Axial 50 EC
REP_0115,2025-11-05,TER_0115,Sirsa_T036,retailer meeting,Cruiser 350 FS
REP_0115,2025-11-04,TER_0115,Sirsa_T037,grower meeting,Kavach 75 WP
REP_0080,2026-03-21,TER_0080,Bardhaman_T021,campaign_conducted,Amistar 250 SC
REP_0080,2026-03-17,TER_0080,Bardhaman_T019,campaign_conducted,Tilt 250 EC
REP_0080,2026-03-19,TER_0080,Bardhaman_T023,campaign_conducted,Amistar 250 SC
REP_0080,2026-03-22,TER_0080,Bardhaman_T023,grower meeting,Kavach 75 WP
REP_0080,2026-03-21,TER_0080,Bardhaman_T019,campaign_conducted,Axial 50 EC
REP_0080,2026-03-16,TER_0080,Bardhaman_T021,campaign_conducted,Actara 25 WG
REP_0080,2026-03-17,TER_0080,Bardhaman_T021,retailer meeting,Score 250 EC
REP_0080,2026-03-18,TER_0080,Bardhaman_T018,grower meeting,Cruiser 350 FS
REP_0080,2026-03-19,TER_0080,Bardhaman_T023,campaign_conducted,Movondo
REP_0080,2026-03-17,TER_0080,Bardhaman_T017,grower meeting,Cruiser 350 FS
REP_0360,2025-10-28,TER_0360,Meerut_T109,retailer meeting,Topik 15 WP
REP_0360,2025-11-02,TER_0360,Meerut_T103,retailer meeting,Axial 50 EC
REP_0353,2025-11-09,TER_0353,Indore_T106,retailer meeting,Topik 15 WP
REP_0353,2025-11-06,TER_0353,Indore_T107,retailer meeting,Kavach 75 WP
REP_0353,2025-11-09,TER_0353,Indore_T107,campaign_conducted,Amistar 250 SC
REP_0353,2025-11-08,TER_0353,Indore_T102,campaign_conducted,Kavach 75 WP
REP_0252,2025-11-01,TER_0252,Ujjain_T089,campaign_conducted,Score 250 EC
REP_0252,2025-10-28,TER_0252,Ujjain_T093,retailer meeting,Movondo
REP_0252,2025-10-28,TER_0252,Ujjain_T087,grower meeting,Alto 5 SC
REP_0252,2025-10-29,TER_0252,Ujjain_T095,retailer meeting,Movondo
REP_0252,2025-10-29,TER_0252,Ujjain_T088,retailer meeting,Vibrance Integral
REP_0301,2025-11-15,TER_0301,Bharatpur_T112,retailer meeting,Kavach 75 WP
REP_0301,2025-11-10,TER_0301,Bharatpur_T102,campaign_conducted,Actara 25 WG
REP_0301,2025-11-11,TER_0301,Bharatpur_T103,campaign_conducted,Score 250 EC
REP_0301,2025-11-11,TER_0301,Bharatpur_T099,grower meeting,Topik 15 WP
REP_0301,2025-11-11,TER_0301,Bharatpur_T109,grower meeting,Axial 50 EC
REP_0301,2025-11-16,TER_0301,Bharatpur_T103,retailer meeting,Actara 25 WG
REP_0301,2025-11-12,TER_0301,Bharatpur_T103,retailer meeting,Kavach 75 WP
REP_0301,2025-11-13,TER_0301,Bharatpur_T102,retailer meeting,Movondo
REP_0407,2026-02-20,TER_0407,Sehore_T116,grower meeting,Cruiser 350 FS
REP_0407,2026-02-21,TER_0407,Sehore_T115,campaign_conducted,Tilt 250 EC
REP_0407,2026-02-18,TER_0407,Sehore_T111,campaign_conducted,Kavach 75 WP
REP_0407,2026-02-19,TER_0407,Sehore_T115,retailer meeting,Amistar 250 SC
REP_0407,2026-02-22,TER_0407,Sehore_T116,retailer meeting,Amistar 250 SC
REP_0407,2026-02-19,TER_0407,Sehore_T112,grower meeting,Topik 15 WP
REP_0407,2026-02-20,TER_0407,Sehore_T113,campaign_conducted,Cruiser 350 FS
REP_0407,2026-02-16,TER_0407,Sehore_T111,campaign_conducted,Cruiser 350 FS
REP_0407,2026-02-20,TER_0407,Sehore_T119,retailer meeting,Alto 5 SC
REP_0407,2026-02-22,TER_0407,Sehore_T115,grower meeting,Score 250 EC
REP_0407,2026-02-21,TER_0407,Sehore_T113,campaign_conducted,Movondo
REP_0137,2026-03-29,TER_0137,Jalgaon_T039,grower meeting,Amistar 250 SC
REP_0431,2026-02-21,TER_0431,Hisar_T126,campaign_conducted,Cruiser 350 FS
REP_0431,2026-02-16,TER_0431,Hisar_T127,campaign_conducted,Axial 50 EC
REP_0431,2026-02-20,TER_0431,Hisar_T128,retailer meeting,Movondo
REP_0431,2026-02-16,TER_0431,Hisar_T124,retailer meeting,Score 250 EC
REP_0431,2026-02-18,TER_0431,Hisar_T130,grower meeting,Amistar 250 SC
REP_0431,2026-02-20,TER_0431,Hisar_T131,grower meeting,Tilt 250 EC
REP_0026,2025-11-20,TER_0026,Nadia_T005,campaign_conducted,Vibrance Integral
REP_0026,2025-11-21,TER_0026,Nadia_T007,retailer meeting,Alto 5 SC
REP_0026,2025-11-18,TER_0026,Nadia_T003,campaign_conducted,Vertimec 1.8 EC
REP_0026,2025-11-17,TER_0026,Nadia_T007,grower meeting,Vibrance Integral
REP_0026,2025-11-23,TER_0026,Nadia_T009,grower meeting,Kavach 75 WP
REP_0026,2025-11-18,TER_0026,Nadia_T009,grower meeting,Amistar 250 SC
REP_0026,2025-11-20,TER_0026,Nadia_T008,campaign_conducted,Kavach 75 WP
REP_0298,2025-11-23,TER_0298,Patna_T097,grower meeting,Vertimec 1.8 EC
REP_0298,2025-11-18,TER_0298,Patna_T097,grower meeting,Score 250 EC
REP_0298,2025-11-18,TER_0298,Patna_T102,retailer meeting,Score 250 EC
REP_0298,2025-11-17,TER_0298,Patna_T097,retailer meeting,Alto 5 SC
REP_0298,2025-11-22,TER_0298,Patna_T098,retailer meeting,Vibrance Integral
REP_0298,2025-11-22,TER_0298,Patna_T099,grower meeting,Topik 15 WP
REP_0281,2025-10-17,TER_0281,Amravati_T078,campaign_conducted,Vertimec 1.8 EC
REP_0019,2025-10-15,TER_0019,Kalaburagi_T004,retailer meeting,Alto 5 SC
REP_0019,2025-10-14,TER_0019,Kalaburagi_T003,campaign_conducted,Alto 5 SC
REP_0019,2025-10-16,TER_0019,Kalaburagi_T002,grower meeting,Actara 25 WG
REP_0019,2025-10-17,TER_0019,Kalaburagi_T006,grower meeting,Kavach 75 WP
REP_0262,2025-10-12,TER_0262,Mehsana_T063,campaign_conducted,Vibrance Integral
REP_0262,2025-10-07,TER_0262,Mehsana_T065,campaign_conducted,Tilt 250 EC
REP_0262,2025-10-10,TER_0262,Mehsana_T070,campaign_conducted,Amistar 250 SC
REP_0390,2025-10-12,TER_0390,Karnal_T122,campaign_conducted,Kavach 75 WP
REP_0390,2025-10-11,TER_0390,Karnal_T114,grower meeting,Axial 50 EC
REP_0390,2025-10-11,TER_0390,Karnal_T116,campaign_conducted,Cruiser 350 FS
REP_0390,2025-10-11,TER_0390,Karnal_T115,retailer meeting,Vibrance Integral
REP_0390,2025-10-06,TER_0390,Karnal_T122,campaign_conducted,Axial 50 EC
REP_0390,2025-10-12,TER_0390,Karnal_T118,campaign_conducted,Cruiser 350 FS
REP_0483,2025-10-30,TER_0483,Ujjain_T151,retailer meeting,Alto 5 SC
REP_0483,2025-10-29,TER_0483,Ujjain_T155,retailer meeting,Tilt 250 EC
REP_0483,2025-10-31,TER_0483,Ujjain_T162,campaign_conducted,Actara 25 WG
REP_0483,2025-10-31,TER_0483,Ujjain_T163,campaign_conducted,Cruiser 350 FS
REP_0483,2025-10-28,TER_0483,Ujjain_T151,campaign_conducted,Topik 15 WP
REP_0483,2025-10-31,TER_0483,Ujjain_T160,campaign_conducted,Cruiser 350 FS
REP_0483,2025-10-27,TER_0483,Ujjain_T153,retailer meeting,Kavach 75 WP
REP_0483,2025-10-28,TER_0483,Ujjain_T155,grower meeting,Movondo
REP_0483,2025-11-01,TER_0483,Ujjain_T160,grower meeting,Amistar 250 SC
REP_0425,2025-10-11,TER_0425,Vijayapura_T128,retailer meeting,Alto 5 SC
REP_0425,2025-10-08,TER_0425,Vijayapura_T126,campaign_conducted,Actara 25 WG
REP_0248,2025-10-30,TER_0248,Amravati_T071,retailer meeting,Actara 25 WG
REP_0248,2025-11-01,TER_0248,Amravati_T075,retailer meeting,Amistar 250 SC
REP_0248,2025-11-01,TER_0248,Amravati_T074,campaign_conducted,Vibrance Integral
REP_0248,2025-10-31,TER_0248,Amravati_T072,grower meeting,Score 250 EC
REP_0227,2025-10-14,TER_0227,Vijayapura_T057,grower meeting,Kavach 75 WP
REP_0372,2026-03-09,TER_0372,Kanpur_Nagar_T121,campaign_conducted,Alto 5 SC
REP_0372,2026-03-09,TER_0372,Kanpur_Nagar_T119,grower meeting,Vibrance Integral
REP_0372,2026-03-15,TER_0372,Kanpur_Nagar_T120,grower meeting,Kavach 75 WP
REP_0372,2026-03-09,TER_0372,Kanpur_Nagar_T121,campaign_conducted,Tilt 250 EC
REP_0372,2026-03-12,TER_0372,Kanpur_Nagar_T127,retailer meeting,Alto 5 SC
REP_0372,2026-03-15,TER_0372,Kanpur_Nagar_T129,grower meeting,Alto 5 SC
REP_0372,2026-03-11,TER_0372,Kanpur_Nagar_T121,retailer meeting,Vertimec 1.8 EC
REP_0372,2026-03-13,TER_0372,Kanpur_Nagar_T126,retailer meeting,Score 250 EC
REP_0372,2026-03-15,TER_0372,Kanpur_Nagar_T123,campaign_conducted,Kavach 75 WP
REP_0229,2026-02-22,TER_0229,Mehsana_T059,campaign_conducted,Cruiser 350 FS
REP_0229,2026-02-18,TER_0229,Mehsana_T054,retailer meeting,Actara 25 WG
REP_0229,2026-02-20,TER_0229,Mehsana_T060,campaign_conducted,Cruiser 350 FS
REP_0229,2026-02-18,TER_0229,Mehsana_T062,retailer meeting,Tilt 250 EC
REP_0229,2026-02-20,TER_0229,Mehsana_T058,retailer meeting,Score 250 EC
REP_0229,2026-02-16,TER_0229,Mehsana_T061,retailer meeting,Tilt 250 EC
REP_0229,2026-02-17,TER_0229,Mehsana_T062,retailer meeting,Amistar 250 SC
REP_0283,2026-02-18,TER_0283,Kalaburagi_T075,campaign_conducted,Topik 15 WP
REP_0283,2026-02-21,TER_0283,Kalaburagi_T074,campaign_conducted,Cruiser 350 FS
REP_0283,2026-02-17,TER_0283,Kalaburagi_T073,campaign_conducted,Axial 50 EC
REP_0283,2026-02-17,TER_0283,Kalaburagi_T076,retailer meeting,Vertimec 1.8 EC
REP_0283,2026-02-20,TER_0283,Kalaburagi_T080,campaign_conducted,Kavach 75 WP
REP_0283,2026-02-17,TER_0283,Kalaburagi_T080,grower meeting,Axial 50 EC
REP_0006,2026-03-22,TER_0006,Lucknow_T006,campaign_conducted,Kavach 75 WP
REP_0006,2026-03-16,TER_0006,Lucknow_T001,grower meeting,Amistar 250 SC
REP_0006,2026-03-21,TER_0006,Lucknow_T005,campaign_conducted,Axial 50 EC
REP_0006,2026-03-16,TER_0006,Lucknow_T010,retailer meeting,Cruiser 350 FS
REP_0006,2026-03-17,TER_0006,Lucknow_T006,grower meeting,Axial 50 EC
REP_0006,2026-03-22,TER_0006,Lucknow_T004,grower meeting,Amistar 250 SC
REP_0006,2026-03-19,TER_0006,Lucknow_T008,campaign_conducted,Vertimec 1.8 EC
REP_0229,2026-03-23,TER_0229,Mehsana_T060,campaign_conducted,Kavach 75 WP
REP_0229,2026-03-23,TER_0229,Mehsana_T055,campaign_conducted,Amistar 250 SC
REP_0115,2025-10-28,TER_0115,Sirsa_T034,campaign_conducted,Actara 25 WG
REP_0115,2025-10-28,TER_0115,Sirsa_T033,campaign_conducted,Amistar 250 SC
REP_0115,2025-11-01,TER_0115,Sirsa_T034,retailer meeting,Score 250 EC
REP_0115,2025-11-02,TER_0115,Sirsa_T035,campaign_conducted,Cruiser 350 FS
REP_0115,2025-10-29,TER_0115,Sirsa_T035,retailer meeting,Topik 15 WP
REP_0115,2025-10-28,TER_0115,Sirsa_T035,grower meeting,Score 250 EC
REP_0115,2025-10-29,TER_0115,Sirsa_T032,campaign_conducted,Kavach 75 WP
REP_0115,2025-10-27,TER_0115,Sirsa_T035,retailer meeting,Vertimec 1.8 EC
REP_0115,2025-10-31,TER_0115,Sirsa_T033,retailer meeting,Kavach 75 WP
REP_0299,2025-12-23,TER_0299,Hisar_T092,retailer meeting,Axial 50 EC
REP_0299,2025-12-27,TER_0299,Hisar_T093,campaign_conducted,Alto 5 SC
REP_0299,2025-12-23,TER_0299,Hisar_T091,campaign_conducted,Tilt 250 EC
REP_0359,2026-03-12,TER_0359,Vijayapura_T097,campaign_conducted,Actara 25 WG
REP_0359,2026-03-13,TER_0359,Vijayapura_T100,grower meeting,Amistar 250 SC
REP_0359,2026-03-09,TER_0359,Vijayapura_T097,retailer meeting,Kavach 75 WP
REP_0359,2026-03-09,TER_0359,Vijayapura_T102,grower meeting,Vibrance Integral
REP_0359,2026-03-14,TER_0359,Vijayapura_T104,retailer meeting,Kavach 75 WP
REP_0359,2026-03-15,TER_0359,Vijayapura_T097,campaign_conducted,Tilt 250 EC
REP_0359,2026-03-13,TER_0359,Vijayapura_T098,grower meeting,Cruiser 350 FS
REP_0359,2026-03-15,TER_0359,Vijayapura_T102,retailer meeting,Tilt 250 EC
REP_0359,2026-03-15,TER_0359,Vijayapura_T102,grower meeting,Cruiser 350 FS
REP_0359,2026-03-14,TER_0359,Vijayapura_T105,retailer meeting,Kavach 75 WP
REP_0359,2026-03-14,TER_0359,Vijayapura_T098,campaign_conducted,Vibrance Integral
REP_0359,2026-03-14,TER_0359,Vijayapura_T100,grower meeting,Cruiser 350 FS
REP_0080,2025-10-10,TER_0080,Bardhaman_T018,grower meeting,Axial 50 EC
REP_0080,2025-10-07,TER_0080,Bardhaman_T019,retailer meeting,Movondo
REP_0080,2025-10-08,TER_0080,Bardhaman_T022,grower meeting,Score 250 EC
REP_0005,2026-03-07,TER_0005,Jalgaon_T009,campaign_conducted,Kavach 75 WP
REP_0005,2026-03-02,TER_0005,Jalgaon_T007,retailer meeting,Cruiser 350 FS
REP_0005,2026-03-06,TER_0005,Jalgaon_T007,retailer meeting,Topik 15 WP
REP_0005,2026-03-07,TER_0005,Jalgaon_T006,grower meeting,Kavach 75 WP
REP_0005,2026-03-05,TER_0005,Jalgaon_T004,campaign_conducted,Cruiser 350 FS
REP_0005,2026-03-07,TER_0005,Jalgaon_T003,retailer meeting,Score 250 EC
REP_0005,2026-03-07,TER_0005,Jalgaon_T007,campaign_conducted,Actara 25 WG
REP_0005,2026-03-06,TER_0005,Jalgaon_T003,campaign_conducted,Cruiser 350 FS
REP_0005,2026-03-06,TER_0005,Jalgaon_T007,retailer meeting,Tilt 250 EC
REP_0271,2026-02-12,TER_0271,Ratlam_T092,retailer meeting,Score 250 EC
REP_0271,2026-02-10,TER_0271,Ratlam_T090,retailer meeting,Score 250 EC
REP_0271,2026-02-14,TER_0271,Ratlam_T087,campaign_conducted,Axial 50 EC
REP_0271,2026-02-09,TER_0271,Ratlam_T089,retailer meeting,Actara 25 WG
REP_0271,2026-02-12,TER_0271,Ratlam_T088,campaign_conducted,Vertimec 1.8 EC
REP_0271,2026-02-15,TER_0271,Ratlam_T086,campaign_conducted,Kavach 75 WP
REP_0317,2025-11-28,TER_0317,Jaipur_T081,campaign_conducted,Movondo
REP_0317,2025-11-24,TER_0317,Jaipur_T087,campaign_conducted,Actara 25 WG
REP_0193,2025-12-26,TER_0193,Muzaffarpur_T052,grower meeting,Topik 15 WP
REP_0193,2025-12-26,TER_0193,Muzaffarpur_T053,campaign_conducted,Kavach 75 WP
REP_0193,2025-12-23,TER_0193,Muzaffarpur_T060,grower meeting,Axial 50 EC
REP_0193,2025-12-23,TER_0193,Muzaffarpur_T052,retailer meeting,Actara 25 WG
REP_0193,2025-12-26,TER_0193,Muzaffarpur_T062,retailer meeting,Movondo
REP_0193,2025-12-25,TER_0193,Muzaffarpur_T057,retailer meeting,Alto 5 SC
REP_0193,2025-12-23,TER_0193,Muzaffarpur_T060,retailer meeting,Kavach 75 WP
REP_0060,2026-03-04,TER_0060,Karnal_T011,campaign_conducted,Axial 50 EC
REP_0060,2026-03-03,TER_0060,Karnal_T015,campaign_conducted,Cruiser 350 FS
REP_0060,2026-03-02,TER_0060,Karnal_T018,grower meeting,Actara 25 WG
REP_0060,2026-03-07,TER_0060,Karnal_T018,retailer meeting,Amistar 250 SC
REP_0060,2026-03-05,TER_0060,Karnal_T018,grower meeting,Alto 5 SC
REP_0060,2026-03-06,TER_0060,Karnal_T014,grower meeting,Actara 25 WG
REP_0060,2026-03-04,TER_0060,Karnal_T011,retailer meeting,Kavach 75 WP
REP_0060,2026-03-08,TER_0060,Karnal_T011,retailer meeting,Vibrance Integral
REP_0474,2025-11-02,TER_0474,Ahmedabad_T136,campaign_conducted,Kavach 75 WP
REP_0474,2025-11-01,TER_0474,Ahmedabad_T134,grower meeting,Alto 5 SC
REP_0474,2025-10-31,TER_0474,Ahmedabad_T136,retailer meeting,Kavach 75 WP
REP_0474,2025-11-01,TER_0474,Ahmedabad_T139,campaign_conducted,Tilt 250 EC
REP_0474,2025-10-28,TER_0474,Ahmedabad_T130,campaign_conducted,Amistar 250 SC
REP_0474,2025-10-27,TER_0474,Ahmedabad_T132,retailer meeting,Vibrance Integral
REP_0474,2025-10-31,TER_0474,Ahmedabad_T134,retailer meeting,Axial 50 EC
REP_0474,2025-10-28,TER_0474,Ahmedabad_T140,retailer meeting,Tilt 250 EC
REP_0474,2025-11-02,TER_0474,Ahmedabad_T133,retailer meeting,Topik 15 WP
REP_0474,2025-10-30,TER_0474,Ahmedabad_T130,grower meeting,Tilt 250 EC
REP_0474,2025-11-01,TER_0474,Ahmedabad_T135,campaign_conducted,Amistar 250 SC
REP_0474,2025-10-31,TER_0474,Ahmedabad_T138,campaign_conducted,Tilt 250 EC
REP_0464,2025-11-02,TER_0464,Hisar_T134,campaign_conducted,Movondo
REP_0464,2025-10-31,TER_0464,Hisar_T135,retailer meeting,Vibrance Integral
REP_0464,2025-10-28,TER_0464,Hisar_T136,retailer meeting,Vertimec 1.8 EC
REP_0464,2025-11-02,TER_0464,Hisar_T140,campaign_conducted,Axial 50 EC
REP_0464,2025-10-29,TER_0464,Hisar_T132,campaign_conducted,Alto 5 SC
REP_0464,2025-10-30,TER_0464,Hisar_T136,grower meeting,Vibrance Integral
REP_0464,2025-10-31,TER_0464,Hisar_T135,retailer meeting,Alto 5 SC
REP_0464,2025-10-27,TER_0464,Hisar_T138,retailer meeting,Vertimec 1.8 EC
REP_0464,2025-10-28,TER_0464,Hisar_T134,retailer meeting,Kavach 75 WP
REP_0464,2025-11-02,TER_0464,Hisar_T134,grower meeting,Movondo
REP_0464,2025-10-29,TER_0464,Hisar_T136,campaign_conducted,Actara 25 WG
REP_0014,2025-10-28,TER_0014,Bardhaman_T002,retailer meeting,Vibrance Integral
REP_0014,2025-10-30,TER_0014,Bardhaman_T001,campaign_conducted,Tilt 250 EC
REP_0014,2025-10-31,TER_0014,Bardhaman_T002,campaign_conducted,Tilt 250 EC
REP_0289,2025-10-26,TER_0289,Patiala_T073,grower meeting,Vibrance Integral
REP_0289,2025-10-20,TER_0289,Patiala_T074,retailer meeting,Actara 25 WG
REP_0289,2025-10-21,TER_0289,Patiala_T073,campaign_conducted,Vibrance Integral
REP_0289,2025-10-25,TER_0289,Patiala_T069,retailer meeting,Tilt 250 EC
REP_0289,2025-10-24,TER_0289,Patiala_T074,retailer meeting,Tilt 250 EC
REP_0121,2025-10-22,TER_0121,Bathinda_T046,campaign_conducted,Topik 15 WP
REP_0121,2025-10-26,TER_0121,Bathinda_T038,grower meeting,Kavach 75 WP
REP_0201,2026-02-05,TER_0201,Varanasi_T068,campaign_conducted,Vibrance Integral
REP_0201,2026-02-02,TER_0201,Varanasi_T072,grower meeting,Amistar 250 SC
REP_0201,2026-02-07,TER_0201,Varanasi_T066,grower meeting,Amistar 250 SC
REP_0201,2026-02-06,TER_0201,Varanasi_T070,campaign_conducted,Vibrance Integral
REP_0201,2026-02-03,TER_0201,Varanasi_T072,grower meeting,Score 250 EC
REP_0201,2026-02-03,TER_0201,Varanasi_T068,retailer meeting,Movondo
REP_0201,2026-02-07,TER_0201,Varanasi_T076,retailer meeting,Vibrance Integral
REP_0201,2026-02-02,TER_0201,Varanasi_T074,campaign_conducted,Axial 50 EC
REP_0201,2026-02-08,TER_0201,Varanasi_T070,campaign_conducted,Tilt 250 EC
REP_0201,2026-02-07,TER_0201,Varanasi_T075,retailer meeting,Tilt 250 EC
REP_0466,2025-11-12,TER_0466,Bharatpur_T163,grower meeting,Alto 5 SC
REP_0466,2025-11-11,TER_0466,Bharatpur_T156,campaign_conducted,Cruiser 350 FS
REP_0466,2025-11-12,TER_0466,Bharatpur_T153,retailer meeting,Kavach 75 WP
REP_0466,2025-11-16,TER_0466,Bharatpur_T161,campaign_conducted,Axial 50 EC
REP_0466,2025-11-16,TER_0466,Bharatpur_T157,retailer meeting,Axial 50 EC
REP_0466,2025-11-15,TER_0466,Bharatpur_T161,grower meeting,Axial 50 EC
REP_0466,2025-11-11,TER_0466,Bharatpur_T158,campaign_conducted,Cruiser 350 FS
REP_0256,2026-03-12,TER_0256,Patiala_T067,retailer meeting,Topik 15 WP
REP_0256,2026-03-15,TER_0256,Patiala_T065,retailer meeting,Alto 5 SC
