retailer_id,territory_id,state,district,tehsil
RTL_00941,TER_0118,Karnataka,Kalaburagi,Kalaburagi_T031
RTL_00942,TER_0118,Karnataka,Kalaburagi,Kalaburagi_T029
RTL_00943,TER_0118,Karnataka,Kalaburagi,Kalaburagi_T030
RTL_00944,TER_0118,Karnataka,Kalaburagi,Kalaburagi_T031
RTL_00945,TER_0119,Rajasthan,Jaipur,Jaipur_T038
RTL_00946,TER_0119,Rajasthan,Jaipur,Jaipur_T039
RTL_00947,TER_0119,Rajasthan,Jaipur,Jaipur_T035
RTL_00948,TER_0119,Rajasthan,Jaipur,Jaipur_T035
RTL_00949,TER_0119,Rajasthan,Jaipur,Jaipur_T035
RTL_00950,TER_0119,Rajasthan,Jaipur,Jaipur_T033
RTL_00951,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T037
RTL_00952,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T037
RTL_00953,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T044
RTL_00954,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T045
RTL_00955,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T041
RTL_00956,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T036
RTL_00957,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T037
RTL_00958,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T045
RTL_00959,TER_0120,Madhya Pradesh,Ujjain,Ujjain_T035
RTL_00960,TER_0121,Punjab,Bathinda,Bathinda_T039
RTL_00961,TER_0121,Punjab,Bathinda,Bathinda_T046
RTL_00962,TER_0121,Punjab,Bathinda,Bathinda_T041
RTL_00963,TER_0121,Punjab,Bathinda,Bathinda_T044
RTL_00964,TER_0121,Punjab,Bathinda,Bathinda_T044
RTL_00965,TER_0121,Punjab,Bathinda,Bathinda_T045
RTL_00966,TER_0121,Punjab,Bathinda,Bathinda_T043
RTL_00967,TER_0121,Punjab,Bathinda,Bathinda_T040
RTL_00968,TER_0122,Madhya Pradesh,Indore,Indore_T035
RTL_00969,TER_0122,Madhya Pradesh,Indore,Indore_T034
RTL_00970,TER_0122,Madhya Pradesh,Indore,Indore_T035
RTL_00971,TER_0122,Madhya Pradesh,Indore,Indore_T031
RTL_00972,TER_0122,Madhya Pradesh,Indore,Indore_T030
RTL_00973,TER_0122,Madhya Pradesh,Indore,Indore_T032
RTL_00974,TER_0122,Madhya Pradesh,Indore,Indore_T032
RTL_00975,TER_0123,Gujarat,Rajkot,Rajkot_T033
RTL_00976,TER_0123,Gujarat,Rajkot,Rajkot_T029
RTL_00977,TER_0123,Gujarat,Rajkot,Rajkot_T034
RTL_00978,TER_0123,Gujarat,Rajkot,Rajkot_T029
RTL_00979,TER_0123,Gujarat,Rajkot,Rajkot_T031
RTL_00980,TER_0124,Punjab,Patiala,Patiala_T029
RTL_00981,TER_0124,Punjab,Patiala,Patiala_T028
RTL_00982,TER_0124,Punjab,Patiala,Patiala_T029
RTL_00983,TER_0124,Punjab,Patiala,Patiala_T029
RTL_00984,TER_0124,Punjab,Patiala,Patiala_T028
RTL_00985,TER_0124,Punjab,Patiala,Patiala_T026
RTL_00986,TER_0124,Punjab,Patiala,Patiala_T025
RTL_00987,TER_0125,West Bengal,Nadia,Nadia_T034
RTL_00988,TER_0125,West Bengal,Nadia,Nadia_T032
RTL_00989,TER_0125,West Bengal,Nadia,Nadia_T028
RTL_00990,TER_0125,West Bengal,Nadia,Nadia_T030
RTL_00991,TER_0125,West Bengal,Nadia,Nadia_T031
RTL_00992,TER_0125,West Bengal,Nadia,Nadia_T028
RTL_00993,TER_0126,Haryana,Karnal,Karnal_T036
RTL_00994,TER_0126,Haryana,Karnal,Karnal_T039
RTL_00995,TER_0126,Haryana,Karnal,Karnal_T039
RTL_00996,TER_0126,Haryana,Karnal,Karnal_T038
RTL_00997,TER_0126,Haryana,Karnal,Karnal_T037
RTL_00998,TER_0126,Haryana,Karnal,Karnal_T038
RTL_00999,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T041
RTL_01000,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T035
RTL_01001,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T031
RTL_01002,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T034
RTL_01003,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T037
RTL_01004,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T040
RTL_01005,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T031
RTL_01006,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T031
RTL_01007,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T034
RTL_01008,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T035
RTL_01009,TER_0128,Karnataka,Vijayapura,Vijayapura_T034
RTL_01010,TER_0128,Karnataka,Vijayapura,Vijayapura_T039
RTL_01011,TER_0128,Karnataka,Vijayapura,Vijayapura_T034
RTL_01012,TER_0128,Karnataka,Vijayapura,Vijayapura_T039
RTL_01013,TER_0128,Karnataka,Vijayapura,Vijayapura_T035
RTL_01014,TER_0128,Karnataka,Vijayapura,Vijayapura_T035
RTL_01015,TER_0129,Uttar Pradesh,Meerut,Meerut_T033
RTL_01016,TER_0129,Uttar Pradesh,Meerut,Meerut_T029
RTL_01017,TER_0129,Uttar Pradesh,Meerut,Meerut_T028
RTL_01018,TER_0129,Uttar Pradesh,Meerut,Meerut_T035
RTL_01019,TER_0129,Uttar Pradesh,Meerut,Meerut_T039
RTL_01020,TER_0129,Uttar Pradesh,Meerut,Meerut_T034
RTL_01021,TER_0129,Uttar Pradesh,Meerut,Meerut_T030
RTL_01022,TER_0129,Uttar Pradesh,Meerut,Meerut_T030
RTL_01023,TER_0129,Uttar Pradesh,Meerut,Meerut_T034
RTL_01024,TER_0129,Uttar Pradesh,Meerut,Meerut_T036
RTL_01025,TER_0129,Uttar Pradesh,Meerut,Meerut_T039
RTL_01026,TER_0130,Gujarat,Mehsana,Mehsana_T034
RTL_01027,TER_0130,Gujarat,Mehsana,Mehsana_T036
RTL_01028,TER_0130,Gujarat,Mehsana,Mehsana_T032
RTL_01029,TER_0130,Gujarat,Mehsana,Mehsana_T037
RTL_01030,TER_0130,Gujarat,Mehsana,Mehsana_T031
RTL_01031,TER_0130,Gujarat,Mehsana,Mehsana_T037
RTL_01032,TER_0131,Punjab,Amritsar,Amritsar_T033
RTL_01033,TER_0131,Punjab,Amritsar,Amritsar_T040
RTL_01034,TER_0131,Punjab,Amritsar,Amritsar_T034
RTL_01035,TER_0131,Punjab,Amritsar,Amritsar_T038
RTL_01036,TER_0131,Punjab,Amritsar,Amritsar_T039
RTL_01037,TER_0131,Punjab,Amritsar,Amritsar_T039
RTL_01038,TER_0132,Haryana,Rohtak,Rohtak_T041
RTL_01039,TER_0132,Haryana,Rohtak,Rohtak_T040
RTL_01040,TER_0132,Haryana,Rohtak,Rohtak_T036
RTL_01041,TER_0132,Haryana,Rohtak,Rohtak_T034
RTL_01042,TER_0132,Haryana,Rohtak,Rohtak_T031
RTL_01043,TER_0132,Haryana,Rohtak,Rohtak_T036
RTL_01044,TER_0132,Haryana,Rohtak,Rohtak_T030
RTL_01045,TER_0132,Haryana,Rohtak,Rohtak_T035
RTL_01046,TER_0132,Haryana,Rohtak,Rohtak_T032
RTL_01047,TER_0132,Haryana,Rohtak,Rohtak_T042
RTL_01048,TER_0133,Bihar,Patna,Patna_T055
RTL_01049,TER_0133,Bihar,Patna,Patna_T053
RTL_01050,TER_0133,Bihar,Patna,Patna_T059
RTL_01051,TER_0133,Bihar,Patna,Patna_T057
RTL_01052,TER_0133,Bihar,Patna,Patna_T051
RTL_01053,TER_0133,Bihar,Patna,Patna_T047
RTL_01054,TER_0133,Bihar,Patna,Patna_T052
RTL_01055,TER_0133,Bihar,Patna,Patna_T059
RTL_01056,TER_0133,Bihar,Patna,Patna_T047
RTL_01057,TER_0133,Bihar,Patna,Patna_T049
RTL_01058,TER_0133,Bihar,Patna,Patna_T052
RTL_01059,TER_0134,Haryana,Hisar,Hisar_T046
RTL_01060,TER_0134,Haryana,Hisar,Hisar_T041
RTL_01061,TER_0134,Haryana,Hisar,Hisar_T046
RTL_01062,TER_0134,Haryana,Hisar,Hisar_T044
RTL_01063,TER_0134,Haryana,Hisar,Hisar_T045
RTL_01064,TER_0134,Haryana,Hisar,Hisar_T043
RTL_01065,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T051
RTL_01066,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T048
RTL_01067,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T047
RTL_01068,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T054
RTL_01069,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T047
RTL_01070,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T054
RTL_01071,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T054
RTL_01072,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T049
RTL_01073,TER_0136,Rajasthan,Bharatpur,Bharatpur_T056
RTL_01074,TER_0136,Rajasthan,Bharatpur,Bharatpur_T049
RTL_01075,TER_0136,Rajasthan,Bharatpur,Bharatpur_T049
RTL_01076,TER_0136,Rajasthan,Bharatpur,Bharatpur_T055
RTL_01077,TER_0136,Rajasthan,Bharatpur,Bharatpur_T057
RTL_01078,TER_0136,Rajasthan,Bharatpur,Bharatpur_T054
RTL_01079,TER_0136,Rajasthan,Bharatpur,Bharatpur_T057
RTL_01080,TER_0136,Rajasthan,Bharatpur,Bharatpur_T046
RTL_01081,TER_0136,Rajasthan,Bharatpur,Bharatpur_T047
RTL_01082,TER_0136,Rajasthan,Bharatpur,Bharatpur_T045
RTL_01083,TER_0136,Rajasthan,Bharatpur,Bharatpur_T046
RTL_01084,TER_0137,Maharashtra,Jalgaon,Jalgaon_T043
RTL_01085,TER_0137,Maharashtra,Jalgaon,Jalgaon_T042
RTL_01086,TER_0137,Maharashtra,Jalgaon,Jalgaon_T041
RTL_01087,TER_0137,Maharashtra,Jalgaon,Jalgaon_T048
RTL_01088,TER_0137,Maharashtra,Jalgaon,Jalgaon_T041
RTL_01089,TER_0137,Maharashtra,Jalgaon,Jalgaon_T049
RTL_01090,TER_0137,Maharashtra,Jalgaon,Jalgaon_T040
RTL_01091,TER_0137,Maharashtra,Jalgaon,Jalgaon_T041
RTL_01092,TER_0137,Maharashtra,Jalgaon,Jalgaon_T049
RTL_01093,TER_0137,Maharashtra,Jalgaon,Jalgaon_T046
RTL_01094,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T055
RTL_01095,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T055
RTL_01096,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T053
RTL_01097,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T053
RTL_01098,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T050
RTL_01099,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T055
RTL_01100,TER_0138,Uttar Pradesh,Lucknow,Lucknow_T049
RTL_01101,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T040
RTL_01102,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T040
RTL_01103,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T043
RTL_01104,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T037
RTL_01105,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T045
RTL_01106,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T037
RTL_01107,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T042
RTL_01108,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T033
RTL_01109,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T038
RTL_01110,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T041
RTL_01111,TER_0139,Madhya Pradesh,Ratlam,Ratlam_T034
RTL_01112,TER_0140,Rajasthan,Bikaner,Bikaner_T039
RTL_01113,TER_0140,Rajasthan,Bikaner,Bikaner_T042
RTL_01114,TER_0140,Rajasthan,Bikaner,Bikaner_T042
RTL_01115,TER_0140,Rajasthan,Bikaner,Bikaner_T035
RTL_01116,TER_0140,Rajasthan,Bikaner,Bikaner_T035
RTL_01117,TER_0140,Rajasthan,Bikaner,Bikaner_T040
RTL_01118,TER_0140,Rajasthan,Bikaner,Bikaner_T039
RTL_01119,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T050
RTL_01120,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T050
RTL_01121,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T058
RTL_01122,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T058
RTL_01123,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T057
RTL_01124,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T055
RTL_01125,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T056
RTL_01126,TER_0141,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T058
RTL_01127,TER_0142,Rajasthan,Sikar,Sikar_T048
RTL_01128,TER_0142,Rajasthan,Sikar,Sikar_T051
RTL_01129,TER_0142,Rajasthan,Sikar,Sikar_T040
RTL_01130,TER_0142,Rajasthan,Sikar,Sikar_T047
RTL_01131,TER_0142,Rajasthan,Sikar,Sikar_T049
RTL_01132,TER_0142,Rajasthan,Sikar,Sikar_T050
RTL_01133,TER_0142,Rajasthan,Sikar,Sikar_T043
RTL_01134,TER_0142,Rajasthan,Sikar,Sikar_T045
RTL_01135,TER_0142,Rajasthan,Sikar,Sikar_T049
RTL_01136,TER_0142,Rajasthan,Sikar,Sikar_T047
RTL_01137,TER_0143,Madhya Pradesh,Sehore,Sehore_T049
RTL_01138,TER_0143,Madhya Pradesh,Sehore,Sehore_T043
RTL_01139,TER_0143,Madhya Pradesh,Sehore,Sehore_T041
RTL_01140,TER_0143,Madhya Pradesh,Sehore,Sehore_T048
RTL_01141,TER_0143,Madhya Pradesh,Sehore,Sehore_T042
RTL_01142,TER_0143,Madhya Pradesh,Sehore,Sehore_T046
RTL_01143,TER_0143,Madhya Pradesh,Sehore,Sehore_T042
RTL_01144,TER_0143,Madhya Pradesh,Sehore,Sehore_T049
RTL_01145,TER_0143,Madhya Pradesh,Sehore,Sehore_T051
RTL_01146,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T045
RTL_01147,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T043
RTL_01148,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T046
RTL_01149,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T054
RTL_01150,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T050
RTL_01151,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T050
RTL_01152,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T051
RTL_01153,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T051
RTL_01154,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T052
RTL_01155,TER_0144,Gujarat,Ahmedabad,Ahmedabad_T045
RTL_01156,TER_0145,Uttar Pradesh,Agra,Agra_T042
RTL_01157,TER_0145,Uttar Pradesh,Agra,Agra_T042
RTL_01158,TER_0145,Uttar Pradesh,Agra,Agra_T041
RTL_01159,TER_0145,Uttar Pradesh,Agra,Agra_T043
RTL_01160,TER_0145,Uttar Pradesh,Agra,Agra_T043
RTL_01161,TER_0145,Uttar Pradesh,Agra,Agra_T049
RTL_01162,TER_0145,Uttar Pradesh,Agra,Agra_T042
RTL_01163,TER_0145,Uttar Pradesh,Agra,Agra_T047
RTL_01164,TER_0145,Uttar Pradesh,Agra,Agra_T046
RTL_01165,TER_0145,Uttar Pradesh,Agra,Agra_T037
RTL_01166,TER_0145,Uttar Pradesh,Agra,Agra_T049
RTL_01167,TER_0146,West Bengal,Bardhaman,Bardhaman_T048
RTL_01168,TER_0146,West Bengal,Bardhaman,Bardhaman_T048
RTL_01169,TER_0146,West Bengal,Bardhaman,Bardhaman_T043
RTL_01170,TER_0146,West Bengal,Bardhaman,Bardhaman_T039
RTL_01171,TER_0146,West Bengal,Bardhaman,Bardhaman_T043
RTL_01172,TER_0146,West Bengal,Bardhaman,Bardhaman_T039
RTL_01173,TER_0146,West Bengal,Bardhaman,Bardhaman_T046
RTL_01174,TER_0146,West Bengal,Bardhaman,Bardhaman_T048
RTL_01175,TER_0146,West Bengal,Bardhaman,Bardhaman_T044
RTL_01176,TER_0146,West Bengal,Bardhaman,Bardhaman_T042
RTL_01177,TER_0147,Maharashtra,Akola,Akola_T052
RTL_01178,TER_0147,Maharashtra,Akola,Akola_T055
RTL_01179,TER_0147,Maharashtra,Akola,Akola_T056
RTL_01180,TER_0147,Maharashtra,Akola,Akola_T055
RTL_01181,TER_0147,Maharashtra,Akola,Akola_T054
RTL_01182,TER_0147,Maharashtra,Akola,Akola_T056
RTL_01183,TER_0148,Haryana,Sirsa,Sirsa_T040
RTL_01184,TER_0148,Haryana,Sirsa,Sirsa_T043
RTL_01185,TER_0148,Haryana,Sirsa,Sirsa_T039
RTL_01186,TER_0148,Haryana,Sirsa,Sirsa_T040
RTL_01187,TER_0148,Haryana,Sirsa,Sirsa_T043
RTL_01188,TER_0148,Haryana,Sirsa,Sirsa_T042
RTL_01189,TER_0148,Haryana,Sirsa,Sirsa_T044
RTL_01190,TER_0149,Maharashtra,Amravati,Amravati_T044
RTL_01191,TER_0149,Maharashtra,Amravati,Amravati_T043
RTL_01192,TER_0149,Maharashtra,Amravati,Amravati_T046
RTL_01193,TER_0149,Maharashtra,Amravati,Amravati_T050
RTL_01194,TER_0149,Maharashtra,Amravati,Amravati_T048
RTL_01195,TER_0149,Maharashtra,Amravati,Amravati_T047
RTL_01196,TER_0149,Maharashtra,Amravati,Amravati_T044
RTL_01197,TER_0150,Punjab,Ludhiana,Ludhiana_T044
RTL_01198,TER_0150,Punjab,Ludhiana,Ludhiana_T044
RTL_01199,TER_0150,Punjab,Ludhiana,Ludhiana_T045
RTL_01200,TER_0150,Punjab,Ludhiana,Ludhiana_T044
RTL_01201,TER_0150,Punjab,Ludhiana,Ludhiana_T044
RTL_01202,TER_0150,Punjab,Ludhiana,Ludhiana_T043
RTL_01203,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T036
RTL_01204,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T045
RTL_01205,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T045
RTL_01206,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T041
RTL_01207,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T043
RTL_01208,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T040
RTL_01209,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T035
RTL_01210,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T040
RTL_01211,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T039
RTL_01212,TER_0152,Rajasthan,Jaipur,Jaipur_T041
RTL_01213,TER_0152,Rajasthan,Jaipur,Jaipur_T041
RTL_01214,TER_0152,Rajasthan,Jaipur,Jaipur_T042
RTL_01215,TER_0152,Rajasthan,Jaipur,Jaipur_T043
RTL_01216,TER_0152,Rajasthan,Jaipur,Jaipur_T041
RTL_01217,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T049
RTL_01218,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T048
RTL_01219,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T048
RTL_01220,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T047
RTL_01221,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T050
RTL_01222,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T059
RTL_01223,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T058
RTL_01224,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T047
RTL_01225,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T054
RTL_01226,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T058
RTL_01227,TER_0153,Madhya Pradesh,Ujjain,Ujjain_T054
RTL_01228,TER_0154,Punjab,Bathinda,Bathinda_T056
RTL_01229,TER_0154,Punjab,Bathinda,Bathinda_T048
RTL_01230,TER_0154,Punjab,Bathinda,Bathinda_T053
RTL_01231,TER_0154,Punjab,Bathinda,Bathinda_T050
RTL_01232,TER_0154,Punjab,Bathinda,Bathinda_T054
RTL_01233,TER_0154,Punjab,Bathinda,Bathinda_T050
RTL_01234,TER_0154,Punjab,Bathinda,Bathinda_T050
RTL_01235,TER_0155,Madhya Pradesh,Indore,Indore_T041
RTL_01236,TER_0155,Madhya Pradesh,Indore,Indore_T041
RTL_01237,TER_0155,Madhya Pradesh,Indore,Indore_T046
RTL_01238,TER_0155,Madhya Pradesh,Indore,Indore_T039
RTL_01239,TER_0155,Madhya Pradesh,Indore,Indore_T045
RTL_01240,TER_0155,Madhya Pradesh,Indore,Indore_T044
RTL_01241,TER_0155,Madhya Pradesh,Indore,Indore_T042
RTL_01242,TER_0156,Gujarat,Rajkot,Rajkot_T038
RTL_01243,TER_0156,Gujarat,Rajkot,Rajkot_T039
RTL_01244,TER_0156,Gujarat,Rajkot,Rajkot_T037
RTL_01245,TER_0156,Gujarat,Rajkot,Rajkot_T040
RTL_01246,TER_0156,Gujarat,Rajkot,Rajkot_T038
RTL_01247,TER_0157,Punjab,Patiala,Patiala_T032
RTL_01248,TER_0157,Punjab,Patiala,Patiala_T035
RTL_01249,TER_0157,Punjab,Patiala,Patiala_T032
RTL_01250,TER_0157,Punjab,Patiala,Patiala_T033
RTL_01251,TER_0157,Punjab,Patiala,Patiala_T037
RTL_01252,TER_0157,Punjab,Patiala,Patiala_T037
RTL_01253,TER_0158,West Bengal,Nadia,Nadia_T038
RTL_01254,TER_0158,West Bengal,Nadia,Nadia_T036
RTL_01255,TER_0158,West Bengal,Nadia,Nadia_T037
RTL_01256,TER_0158,West Bengal,Nadia,Nadia_T040
RTL_01257,TER_0158,West Bengal,Nadia,Nadia_T039
RTL_01258,TER_0159,Haryana,Karnal,Karnal_T048
RTL_01259,TER_0159,Haryana,Karnal,Karnal_T048
RTL_01260,TER_0159,Haryana,Karnal,Karnal_T045
RTL_01261,TER_0159,Haryana,Karnal,Karnal_T047
RTL_01262,TER_0159,Haryana,Karnal,Karnal_T049
RTL_01263,TER_0159,Haryana,Karnal,Karnal_T049
RTL_01264,TER_0159,Haryana,Karnal,Karnal_T047
RTL_01265,TER_0160,Bihar,Muzaffarpur,Muzaffarpur_T045
RTL_01266,TER_0160,Bihar,Muzaffarpur,Muzaffarpur_T050
RTL_01267,TER_0160,Bihar,Muzaffarpur,Muzaffarpur_T045
RTL_01268,TER_0160,Bihar,Muzaffarpur,Muzaffarpur_T050
RTL_01269,TER_0160,Bihar,Muzaffarpur,Muzaffarpur_T048
RTL_01270,TER_0160,Bihar,Muzaffarpur,Muzaffarpur_T045
RTL_01271,TER_0161,Karnataka,Vijayapura,Vijayapura_T042
RTL_01272,TER_0161,Karnataka,Vijayapura,Vijayapura_T040
RTL_01273,TER_0161,Karnataka,Vijayapura,Vijayapura_T045
RTL_01274,TER_0161,Karnataka,Vijayapura,Vijayapura_T043
RTL_01275,TER_0161,Karnataka,Vijayapura,Vijayapura_T042
RTL_01276,TER_0162,Uttar Pradesh,Meerut,Meerut_T050
RTL_01277,TER_0162,Uttar Pradesh,Meerut,Meerut_T043
RTL_01278,TER_0162,Uttar Pradesh,Meerut,Meerut_T050
RTL_01279,TER_0162,Uttar Pradesh,Meerut,Meerut_T043
RTL_01280,TER_0162,Uttar Pradesh,Meerut,Meerut_T046
RTL_01281,TER_0162,Uttar Pradesh,Meerut,Meerut_T043
RTL_01282,TER_0162,Uttar Pradesh,Meerut,Meerut_T044
RTL_01283,TER_0162,Uttar Pradesh,Meerut,Meerut_T046
RTL_01284,TER_0162,Uttar Pradesh,Meerut,Meerut_T049
RTL_01285,TER_0163,Gujarat,Mehsana,Mehsana_T043
RTL_01286,TER_0163,Gujarat,Mehsana,Mehsana_T040
RTL_01287,TER_0163,Gujarat,Mehsana,Mehsana_T045
RTL_01288,TER_0163,Gujarat,Mehsana,Mehsana_T042
RTL_01289,TER_0163,Gujarat,Mehsana,Mehsana_T039
RTL_01290,TER_0163,Gujarat,Mehsana,Mehsana_T040
RTL_01291,TER_0164,Punjab,Amritsar,Amritsar_T054
RTL_01292,TER_0164,Punjab,Amritsar,Amritsar_T048
RTL_01293,TER_0164,Punjab,Amritsar,Amritsar_T046
RTL_01294,TER_0164,Punjab,Amritsar,Amritsar_T041
RTL_01295,TER_0164,Punjab,Amritsar,Amritsar_T047
RTL_01296,TER_0164,Punjab,Amritsar,Amritsar_T041
RTL_01297,TER_0164,Punjab,Amritsar,Amritsar_T047
RTL_01298,TER_0164,Punjab,Amritsar,Amritsar_T049
RTL_01299,TER_0164,Punjab,Amritsar,Amritsar_T046
RTL_01300,TER_0164,Punjab,Amritsar,Amritsar_T044
RTL_01301,TER_0164,Punjab,Amritsar,Amritsar_T047
RTL_01302,TER_0165,Haryana,Rohtak,Rohtak_T044
RTL_01303,TER_0165,Haryana,Rohtak,Rohtak_T048
RTL_01304,TER_0165,Haryana,Rohtak,Rohtak_T046
RTL_01305,TER_0165,Haryana,Rohtak,Rohtak_T043
RTL_01306,TER_0165,Haryana,Rohtak,Rohtak_T048
RTL_01307,TER_0165,Haryana,Rohtak,Rohtak_T044
RTL_01308,TER_0165,Haryana,Rohtak,Rohtak_T048
RTL_01309,TER_0166,Bihar,Patna,Patna_T062
RTL_01310,TER_0166,Bihar,Patna,Patna_T062
RTL_01311,TER_0166,Bihar,Patna,Patna_T060
RTL_01312,TER_0166,Bihar,Patna,Patna_T064
RTL_01313,TER_0166,Bihar,Patna,Patna_T067
RTL_01314,TER_0166,Bihar,Patna,Patna_T062
RTL_01315,TER_0166,Bihar,Patna,Patna_T067
RTL_01316,TER_0166,Bihar,Patna,Patna_T067
RTL_01317,TER_0167,Haryana,Hisar,Hisar_T057
RTL_01318,TER_0167,Haryana,Hisar,Hisar_T048
RTL_01319,TER_0167,Haryana,Hisar,Hisar_T049
RTL_01320,TER_0167,Haryana,Hisar,Hisar_T048
RTL_01321,TER_0167,Haryana,Hisar,Hisar_T052
RTL_01322,TER_0167,Haryana,Hisar,Hisar_T051
RTL_01323,TER_0167,Haryana,Hisar,Hisar_T050
RTL_01324,TER_0167,Haryana,Hisar,Hisar_T056
RTL_01325,TER_0167,Haryana,Hisar,Hisar_T059
RTL_01326,TER_0167,Haryana,Hisar,Hisar_T057
RTL_01327,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T064
RTL_01328,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T062
RTL_01329,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T057
RTL_01330,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T060
RTL_01331,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T059
RTL_01332,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T060
RTL_01333,TER_0168,Uttar Pradesh,Varanasi,Varanasi_T057
RTL_01334,TER_0169,Rajasthan,Bharatpur,Bharatpur_T058
RTL_01335,TER_0169,Rajasthan,Bharatpur,Bharatpur_T061
RTL_01336,TER_0169,Rajasthan,Bharatpur,Bharatpur_T064
RTL_01337,TER_0169,Rajasthan,Bharatpur,Bharatpur_T068
RTL_01338,TER_0169,Rajasthan,Bharatpur,Bharatpur_T070
RTL_01339,TER_0169,Rajasthan,Bharatpur,Bharatpur_T067
RTL_01340,TER_0169,Rajasthan,Bharatpur,Bharatpur_T065
